#multi:
,masa A,,masa B,,masa C,,masa D,,masa E,,masa F,,masa G,,masa H,,masa I,
t,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
2.573162E1,-4.164737E2,-8.661528E1,-4.018367E2,-1.792465E2,-1.137187E2,-3.863176E2,3.529059E2,-3.281899E2,1.039248E2,7.617659E1,1.374067E2,-6.937523E1,2.166136E2,-3.734079E2,6.083212E2,3.350203E-1,1.667817E2,-2.583864E2
2.579828E1,-4.148064E2,-8.725906E1,-3.977898E2,-1.776918E2,-1.147836E2,-3.843106E2,3.529806E2,-3.279441E2,1.041285E2,7.648791E1,1.379144E2,-6.881311E1,2.169199E2,-3.735836E2,6.106306E2,6.920716E-1,1.668529E2,-2.584174E2
2.586494E1,-4.148865E2,-8.735086E1,-3.975001E2,-1.773865E2,-1.147164E2,-3.843459E2,3.533918E2,-3.276407E2,1.037394E2,7.665592E1,1.375086E2,-6.910922E1,2.170695E2,-3.753004E2,6.121597E2,5.424348E-1,1.670255E2,-2.584685E2
2.593160E1,-4.143633E2,-8.815777E1,-3.979965E2,-1.785933E2,-1.142294E2,-3.848709E2,3.585000E2,-3.350000E2,8.650000E1,7.800000E1,1.372112E2,-6.934725E1,2.170692E2,-3.735530E2,6.140781E2,5.081480E-1,1.669086E2,-2.588350E2
2.599827E1,-4.146316E2,-8.839616E1,-3.982948E2,-1.796278E2,-1.149872E2,-3.822294E2,3.584535E2,-3.351741E2,8.661575E1,7.777189E1,1.375920E2,-6.960243E1,2.165689E2,-3.736690E2,6.144358E2,4.316908E-1,1.669641E2,-2.586985E2
2.606493E1,-4.143321E2,-8.762836E1,-3.986196E2,-1.792917E2,-1.147241E2,-3.827309E2,3.603506E2,-3.351936E2,8.639718E1,7.814774E1,1.374916E2,-6.982302E1,2.117294E2,-3.735853E2,6.147938E2,6.979178E-1,1.660735E2,-2.580916E2
2.613159E1,-4.142503E2,-8.778514E1,-4.001158E2,-1.782242E2,-1.175278E2,-3.831137E2,3.608284E2,-3.345316E2,8.631234E1,7.801148E1,1.372693E2,-6.990553E1,2.118505E2,-3.736496E2,6.164542E2,6.406067E-1,1.689505E2,-2.586483E2
2.619825E1,-4.147214E2,-8.852778E1,-3.987097E2,-1.783692E2,-1.178209E2,-3.833951E2,3.550000E2,-3.245000E2,8.677105E1,7.735808E1,1.372738E2,-6.988090E1,2.121504E2,-3.734277E2,6.167558E2,-2.635648E-1,1.689335E2,-2.582160E2
2.626492E1,-4.146078E2,-9.019556E1,-4.001543E2,-1.767961E2,-1.171090E2,-3.835959E2,3.553462E2,-3.241528E2,8.654971E1,7.740526E1,1.380811E2,-6.975796E1,2.121979E2,-3.734558E2,6.129000E2,-5.648982E-1,1.689416E2,-2.589483E2
2.633158E1,-4.146818E2,-9.044187E1,-4.001007E2,-1.759931E2,-1.173903E2,-3.836088E2,3.560136E2,-3.232929E2,8.603171E1,7.725402E1,1.374439E2,-7.099990E1,2.117947E2,-3.736061E2,6.106220E2,-4.927728E-1,1.698514E2,-2.583505E2
2.639824E1,-4.143107E2,-8.983405E1,-4.005982E2,-1.752232E2,-1.176350E2,-3.833070E2,3.577803E2,-3.255621E2,8.644008E1,7.696772E1,1.373534E2,-7.120576E1,2.120458E2,-3.733373E2,6.085924E2,-5.294346E-1,1.691100E2,-2.580225E2
2.646490E1,-4.144475E2,-8.993787E1,-4.032033E2,-1.752759E2,-1.173984E2,-3.835359E2,3.580911E2,-3.254898E2,8.662868E1,7.669511E1,1.355000E2,-7.100000E1,2.111522E2,-3.735136E2,6.081563E2,-8.107979E-1,1.687169E2,-2.597947E2
2.653156E1,-4.143978E2,-8.939255E1,-4.036063E2,-1.754737E2,-1.172328E2,-3.816294E2,3.600016E2,-3.260669E2,8.587807E1,7.685527E1,1.344243E2,-7.103304E1,2.150000E2,-3.765000E2,6.087972E2,-3.230360E-1,1.692595E2,-2.590423E2
2.659823E1,-4.143230E2,-8.917255E1,-4.034723E2,-1.754012E2,-1.171732E2,-3.816548E2,3.603147E2,-3.280355E2,8.548645E1,7.571817E1,1.351673E2,-7.101593E1,2.174693E2,-3.762901E2,6.081644E2,-6.918459E-1,1.688653E2,-2.598869E2
2.666489E1,-4.147794E2,-8.878858E1,-4.035975E2,-1.734399E2,-1.192457E2,-3.811246E2,3.604051E2,-3.281516E2,8.369598E1,7.621996E1,1.373068E2,-7.098413E1,2.143531E2,-3.765314E2,6.081255E2,-6.194279E-1,1.690018E2,-2.591480E2
2.673155E1,-4.125709E2,-8.771357E1,-4.038408E2,-1.732915E2,-1.197695E2,-3.811055E2,3.599703E2,-3.247635E2,8.266941E1,7.701230E1,1.373258E2,-7.110244E1,2.178958E2,-3.764274E2,6.101782E2,-4.245566E-1,1.673987E2,-2.588359E2
2.679821E1,-4.123077E2,-8.824168E1,-4.030491E2,-1.738818E2,-1.193733E2,-3.816335E2,3.597094E2,-3.249252E2,8.274869E1,7.476763E1,1.376807E2,-7.086972E1,2.184128E2,-3.761877E2,6.104426E2,-5.013952E-1,1.672294E2,-2.581878E2
2.686488E1,-4.127571E2,-8.753282E1,-4.034813E2,-1.734500E2,-1.197694E2,-3.810230E2,3.600415E2,-3.246559E2,8.391806E1,7.458725E1,1.371732E2,-7.127402E1,2.184695E2,-3.782600E2,6.108851E2,-2.537289E-1,1.666601E2,-2.594923E2
2.693154E1,-4.113872E2,-8.772249E1,-4.021758E2,-1.734163E2,-1.198041E2,-3.824946E2,3.620799E2,-3.262135E2,8.327211E1,7.474991E1,1.366737E2,-7.101914E1,2.179302E2,-3.805784E2,6.106742E2,-2.248552E-1,1.679379E2,-2.593193E2
2.699820E1,-4.072372E2,-8.992303E1,-4.000000E2,-1.745000E2,-1.200779E2,-3.825815E2,3.623572E2,-3.280189E2,8.100000E1,7.300000E1,1.349857E2,-7.073785E1,2.180859E2,-3.824293E2,6.085187E2,-7.031602E-1,1.699205E2,-2.599788E2
2.706486E1,-4.069905E2,-9.206009E1,-3.998723E2,-1.758633E2,-1.203691E2,-3.827721E2,3.617775E2,-3.288310E2,7.910654E1,7.111488E1,1.344345E2,-7.171463E1,2.179496E2,-3.824624E2,6.081101E2,-7.574322E-1,1.701453E2,-2.585656E2
2.713152E1,-4.064245E2,-9.124476E1,-4.000845E2,-1.757538E2,-1.189839E2,-3.830314E2,3.621247E2,-3.271136E2,7.913380E1,6.966292E1,1.353553E2,-7.400778E1,2.177254E2,-3.846816E2,6.115000E2,-4.000000E0,1.701486E2,-2.588056E2
2.719819E1,-4.062113E2,-9.068525E1,-3.999864E2,-1.754874E2,-1.181482E2,-3.823938E2,3.599528E2,-3.275220E2,8.063170E1,6.927577E1,1.354960E2,-7.397425E1,2.182905E2,-3.844044E2,6.095561E2,-4.209419E0,1.700415E2,-2.586634E2
2.726485E1,-4.068019E2,-9.143488E1,-4.000508E2,-1.742102E2,-1.120000E2,-3.885000E2,3.601412E2,-3.275375E2,8.093623E1,6.736774E1,1.356201E2,-7.388778E1,2.178549E2,-3.845149E2,6.095676E2,-3.726406E0,1.691386E2,-2.597029E2
2.733151E1,-4.080234E2,-9.004261E1,-3.975891E2,-1.744428E2,-1.121946E2,-3.894493E2,3.618962E2,-3.295782E2,8.184048E1,6.733214E1,1.353218E2,-7.242909E1,2.180365E2,-3.846628E2,6.097269E2,-3.957376E0,1.689628E2,-2.609369E2
2.739817E1,-4.108691E2,-9.122623E1,-3.996932E2,-1.762541E2,-1.140083E2,-3.895692E2,3.616754E2,-3.299184E2,8.239039E1,6.652718E1,1.380000E2,-7.200000E1,2.199583E2,-3.844175E2,6.100681E2,-3.805316E0,1.687225E2,-2.605847E2
2.746484E1,-4.104581E2,-9.122592E1,-4.012879E2,-1.765370E2,-1.127056E2,-3.879828E2,3.621394E2,-3.301436E2,8.154214E1,6.737391E1,1.383554E2,-7.161162E1,2.235847E2,-3.845554E2,6.109054E2,-2.673497E0,1.673396E2,-2.592062E2
2.753150E1,-4.085616E2,-9.306073E1,-4.010087E2,-1.766299E2,-1.127207E2,-3.875439E2,3.618147E2,-3.326698E2,8.158964E1,6.724649E1,1.363296E2,-6.977432E1,2.221225E2,-3.824118E2,6.104889E2,-2.958977E0,1.667738E2,-2.598785E2
2.759816E1,-4.085000E2,-6.850000E1,-4.021854E2,-1.773727E2,-1.117923E2,-3.875281E2,3.619916E2,-3.340144E2,8.236275E1,6.661315E1,1.352879E2,-6.991495E1,2.224826E2,-3.822487E2,6.103654E2,-1.177605E0,1.686972E2,-2.603730E2
2.766482E1,-4.081712E2,-6.777355E1,-4.024473E2,-1.775314E2,-1.105575E2,-3.859327E2,3.607394E2,-3.347688E2,8.220540E1,6.674946E1,1.350804E2,-6.969806E1,2.236066E2,-3.825605E2,6.083652E2,8.028136E-1,1.693232E2,-2.604866E2
2.773148E1,-4.072432E2,-6.717186E1,-4.009818E2,-1.757089E2,-1.225000E2,-3.895000E2,3.608274E2,-3.329803E2,8.192447E1,6.647604E1,1.351970E2,-6.982700E1,2.243704E2,-3.822034E2,6.082168E2,7.353008E-1,1.709387E2,-2.615158E2
2.779815E1,-4.087696E2,-6.823502E1,-4.030000E2,-1.800000E2,-1.229193E2,-3.895421E2,3.608253E2,-3.327413E2,8.145995E1,6.626083E1,1.350417E2,-6.985689E1,2.243596E2,-3.822940E2,6.104452E2,1.106842E0,1.708388E2,-2.615891E2
2.786481E1,-4.073016E2,-6.675221E1,-4.029435E2,-1.796655E2,-1.210880E2,-3.902440E2,3.607269E2,-3.326816E2,8.087195E1,6.589409E1,1.351707E2,-6.914495E1,2.233922E2,-3.825252E2,6.112627E2,1.059703E0,1.707128E2,-2.615328E2
2.793147E1,-4.091689E2,-6.662266E1,-4.026635E2,-1.813159E2,-1.218325E2,-3.907263E2,3.611942E2,-3.310401E2,8.112277E1,6.631423E1,1.349444E2,-6.900114E1,2.209524E2,-3.806837E2,6.115598E2,8.680697E-1,1.695758E2,-2.616236E2
2.799813E1,-4.095705E2,-6.645375E1,-4.026141E2,-1.813978E2,-1.212667E2,-3.901573E2,3.607133E2,-3.315336E2,8.105631E1,6.571050E1,1.347156E2,-6.940715E1,2.211607E2,-3.804296E2,6.125406E2,1.147496E0,1.702271E2,-2.615840E2
2.806480E1,-4.093436E2,-6.469458E1,-4.036025E2,-1.803120E2,-1.214270E2,-3.900940E2,3.598138E2,-3.319427E2,8.267181E1,6.602033E1,1.346955E2,-6.907664E1,2.270000E2,-3.855000E2,6.107871E2,1.060021E0,1.697157E2,-2.616118E2
2.813146E1,-4.105000E2,-6.950000E1,-4.027889E2,-1.802168E2,-1.213213E2,-3.902416E2,3.596513E2,-3.319510E2,8.298981E1,6.592114E1,1.350304E2,-6.916807E1,2.270693E2,-3.853402E2,6.085273E2,1.070639E0,1.700265E2,-2.611745E2
2.819812E1,-4.102252E2,-6.979179E1,-4.031962E2,-1.792717E2,-1.217202E2,-3.904680E2,3.584992E2,-3.311667E2,8.293653E1,6.627079E1,1.347087E2,-6.904646E1,2.269661E2,-3.853770E2,6.080722E2,7.293337E-1,1.708113E2,-2.613806E2
2.826478E1,-4.101990E2,-7.161919E1,-4.030188E2,-1.780227E2,-1.216401E2,-3.903365E2,3.559227E2,-3.298034E2,8.310425E1,6.615278E1,1.369522E2,-6.911809E1,2.268967E2,-3.856369E2,6.108049E2,1.331314E0,1.710287E2,-2.608823E2
2.833144E1,-4.097292E2,-6.981167E1,-4.024338E2,-1.789841E2,-1.208042E2,-3.895624E2,3.560394E2,-3.296152E2,8.220275E1,6.638186E1,1.380000E2,-6.900000E1,2.249686E2,-3.850977E2,6.103075E2,7.849513E-1,1.709006E2,-2.606648E2
2.839811E1,-4.075318E2,-6.747911E1,-4.022303E2,-1.793055E2,-1.204881E2,-3.887832E2,3.561376E2,-3.293970E2,8.196637E1,6.641743E1,1.381487E2,-6.896078E1,2.269156E2,-3.854650E2,6.104915E2,9.058323E-1,1.692742E2,-2.583062E2
2.846477E1,-4.073283E2,-6.719627E1,-4.018728E2,-1.789445E2,-1.199300E2,-3.873877E2,3.562983E2,-3.292582E2,8.199810E1,6.594350E1,1.380797E2,-6.896627E1,2.269041E2,-3.854061E2,6.108417E2,1.341463E0,1.668681E2,-2.586725E2
2.853143E1,-4.074775E2,-6.735985E1,-4.008190E2,-1.793338E2,-1.179368E2,-3.869632E2,3.564031E2,-3.290760E2,8.173473E1,6.692445E1,1.384425E2,-6.887778E1,2.330000E2,-3.845000E2,,,1.669627E2,-2.585819E2
