#multi:
,masa A,,masa B,,masa C,,masa D,,masa E,,masa F,,masa G,,masa H,,masa I,
t,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
1.279915E1,-4.528960E2,-4.493001E1,-4.002328E2,-1.673372E2,-1.083308E2,-3.718437E2,3.539614E2,-2.797440E2,1.020662E2,1.124681E2,1.381813E2,-7.618324E1,1.916438E2,-3.528128E2,5.767890E2,1.721088E1,1.468067E2,-2.450086E2
1.286581E1,-4.531265E2,-4.475484E1,-3.969865E2,-1.646362E2,-1.086285E2,-3.715466E2,3.543733E2,-2.793257E2,1.024766E2,1.120832E2,1.378997E2,-7.677358E1,1.913104E2,-3.512697E2,5.761883E2,1.767287E1,1.463942E2,-2.463388E2
1.293247E1,-4.532575E2,-4.469820E1,-3.964142E2,-1.649619E2,-1.083125E2,-3.714699E2,3.539629E2,-2.797215E2,1.031402E2,1.130224E2,1.359477E2,-7.649982E1,1.915214E2,-3.511036E2,5.779710E2,1.711792E1,1.469473E2,-2.459836E2
1.299913E1,-4.529099E2,-4.658562E1,-3.964301E2,-1.653095E2,-1.069842E2,-3.695837E2,3.542539E2,-2.798698E2,1.026216E2,1.126767E2,1.379078E2,-7.658926E1,1.917023E2,-3.510549E2,5.803319E2,1.943600E1,1.467219E2,-2.467773E2
1.306580E1,-4.512213E2,-4.797308E1,-3.964961E2,-1.654023E2,-1.071171E2,-3.691254E2,3.539112E2,-2.796537E2,1.031346E2,1.112762E2,1.391200E2,-7.645239E1,1.925258E2,-3.509201E2,5.810000E2,1.600000E1,1.473327E2,-2.488634E2
1.313246E1,-4.502921E2,-5.091311E1,-3.964041E2,-1.650080E2,-1.086567E2,-3.696598E2,3.522404E2,-2.792668E2,1.029083E2,1.107204E2,1.388441E2,-7.638437E1,1.934622E2,-3.531848E2,5.811317E2,1.673450E1,1.468053E2,-2.491756E2
1.319912E1,-4.502344E2,-5.088899E1,-3.962048E2,-1.644164E2,-1.087038E2,-3.701005E2,3.522945E2,-2.792596E2,1.025346E2,1.115577E2,1.392740E2,-7.636156E1,1.935359E2,-3.547155E2,5.814102E2,1.673035E1,1.482643E2,-2.490779E2
1.326578E1,-4.509494E2,-4.914866E1,-3.948968E2,-1.617499E2,-1.083193E2,-3.709914E2,3.536839E2,-2.779995E2,1.030397E2,1.117852E2,1.389984E2,-7.649780E1,1.938529E2,-3.545042E2,5.804784E2,1.763908E1,1.487993E2,-2.477555E2
1.333244E1,-4.511592E2,-4.677015E1,-3.940264E2,-1.634740E2,-1.085287E2,-3.700735E2,3.539329E2,-2.777163E2,1.026454E2,1.106308E2,1.386839E2,-7.632036E1,1.954140E2,-3.550395E2,5.780544E2,1.804886E1,1.476607E2,-2.496143E2
1.339911E1,-4.513401E2,-4.488114E1,-3.946365E2,-1.630270E2,-1.081344E2,-3.722047E2,3.538397E2,-2.776642E2,1.034461E2,1.100712E2,1.391092E2,-7.638276E1,1.954804E2,-3.557905E2,5.776202E2,1.835531E1,1.479614E2,-2.500301E2
1.346577E1,-4.510649E2,-4.254839E1,-3.995000E2,-1.665000E2,-1.084230E2,-3.726177E2,3.540821E2,-2.774351E2,1.029081E2,1.097699E2,1.385588E2,-7.654276E1,1.971402E2,-3.581630E2,5.764704E2,1.782119E1,1.479554E2,-2.497530E2
1.353243E1,-4.512650E2,-4.271855E1,-3.983062E2,-1.674723E2,-1.090595E2,-3.723423E2,3.542331E2,-2.771994E2,1.014085E2,1.101014E2,1.415000E2,-6.650000E1,1.968689E2,-3.597966E2,5.757672E2,1.820471E1,1.464630E2,-2.480477E2
1.359909E1,-4.507745E2,-4.323576E1,-3.996821E2,-1.684375E2,-1.077572E2,-3.732832E2,3.539636E2,-2.792031E2,1.006014E2,1.099345E2,1.430889E2,-6.630982E1,1.967452E2,-3.617716E2,5.756456E2,1.915907E1,1.463847E2,-2.488631E2
1.366576E1,-4.489289E2,-4.273161E1,-3.991005E2,-1.683963E2,-1.074013E2,-3.719513E2,3.540496E2,-2.778535E2,1.005468E2,1.098127E2,1.435816E2,-6.690278E1,1.966666E2,-3.619877E2,5.759034E2,1.890680E1,1.439600E2,-2.496089E2
1.373242E1,-4.474062E2,-4.310420E1,-3.998038E2,-1.684087E2,-1.076880E2,-3.697324E2,3.540646E2,-2.776424E2,1.007566E2,1.102031E2,1.447769E2,-6.705669E1,1.950803E2,-3.622772E2,5.759439E2,1.857255E1,1.438336E2,-2.498009E2
1.379908E1,-4.466055E2,-4.331743E1,-3.994115E2,-1.685639E2,-1.062953E2,-3.678772E2,3.537828E2,-2.779055E2,1.011502E2,1.101741E2,1.444236E2,-6.739473E1,1.964671E2,-3.582274E2,5.761480E2,2.043387E1,1.440141E2,-2.499003E2
1.386574E1,-4.466610E2,-4.333614E1,-3.996435E2,-1.698377E2,-1.065325E2,-3.690515E2,3.522269E2,-2.795685E2,1.001375E2,1.079483E2,1.462368E2,-6.732309E1,1.962350E2,-3.561546E2,5.759781E2,1.968589E1,1.440489E2,-2.500427E2
1.393240E1,-4.467693E2,-4.315585E1,-4.003345E2,-1.694624E2,-1.062071E2,-3.693166E2,3.526004E2,-2.789921E2,9.969508E1,1.075917E2,1.465553E2,-6.767780E1,1.950644E2,-3.542763E2,5.754848E2,1.995919E1,1.436677E2,-2.478514E2
1.399907E1,-4.473379E2,-4.279704E1,-3.993603E2,-1.683080E2,-1.064018E2,-3.695485E2,3.529223E2,-2.782922E2,9.881295E1,1.079754E2,1.466479E2,-6.715408E1,1.954958E2,-3.519991E2,5.735491E2,2.092296E1,1.441999E2,-2.478052E2
1.406573E1,-4.470952E2,-4.283945E1,-3.991475E2,-1.687586E2,-1.066148E2,-3.705136E2,3.531708E2,-2.782340E2,9.996364E1,1.092941E2,1.462998E2,-6.765838E1,1.954796E2,-3.519573E2,5.737502E2,2.116484E1,1.436239E2,-2.478237E2
1.413239E1,-4.472820E2,-4.463026E1,-3.997190E2,-1.684858E2,-1.066121E2,-3.703925E2,3.552842E2,-2.801103E2,9.846036E1,1.077793E2,1.462671E2,-6.787835E1,1.952520E2,-3.523103E2,5.743493E2,2.105300E1,1.456282E2,-2.503717E2
1.419905E1,-4.470407E2,-4.522353E1,-3.993562E2,-1.704760E2,-1.065555E2,-3.695761E2,3.548540E2,-2.825081E2,9.789567E1,1.078291E2,1.463048E2,-6.765951E1,1.952157E2,-3.502101E2,5.749311E2,2.000927E1,1.505000E2,-2.475000E2
1.426572E1,-4.467649E2,-4.721493E1,-3.998655E2,-1.724328E2,-1.081522E2,-3.704161E2,3.552035E2,-2.841190E2,9.848513E1,1.079388E2,1.464343E2,-6.771690E1,1.959211E2,-3.495491E2,5.749487E2,2.021288E1,1.507688E2,-2.471913E2
1.433238E1,-4.469857E2,-4.665505E1,-3.998928E2,-1.723693E2,-1.084709E2,-3.722781E2,3.551909E2,-2.842794E2,9.796898E1,1.080099E2,1.464608E2,-6.759237E1,1.953508E2,-3.509224E2,5.742409E2,2.020394E1,1.523626E2,-2.476343E2
1.439904E1,-4.470645E2,-4.708113E1,-3.992478E2,-1.744498E2,-1.067010E2,-3.717927E2,3.550189E2,-2.840276E2,9.779395E1,1.078422E2,1.461186E2,-6.822607E1,1.930760E2,-3.522080E2,5.740563E2,2.066612E1,1.524770E2,-2.475071E2
1.446570E1,-4.468030E2,-4.744547E1,-4.000456E2,-1.737802E2,-1.064871E2,-3.710385E2,3.550150E2,-2.840639E2,9.755963E1,1.079638E2,1.463111E2,-6.845192E1,1.940000E2,-3.512861E2,5.729816E2,2.196855E1,1.545000E2,-2.465000E2
1.453236E1,-4.471808E2,-4.752001E1,-4.012215E2,-1.718122E2,-1.065245E2,-3.704242E2,3.551494E2,-2.840235E2,9.840500E1,1.081628E2,1.481075E2,-6.806230E1,1.943084E2,-3.493843E2,5.720562E2,2.082682E1,1.546102E2,-2.469445E2
1.459903E1,-4.467523E2,-4.846158E1,-4.021239E2,-1.735906E2,-1.063942E2,-3.705459E2,3.546839E2,-2.848221E2,9.680387E1,1.081351E2,1.485930E2,-6.854190E1,1.953821E2,-3.488769E2,5.716810E2,2.117582E1,1.542722E2,-2.467419E2
1.466569E1,-4.471799E2,-5.158625E1,-4.042516E2,-1.755794E2,-1.052822E2,-3.709594E2,3.547853E2,-2.883251E2,9.782135E1,1.079909E2,1.484322E2,-6.810331E1,1.956984E2,-3.491129E2,5.700933E2,1.898337E1,1.547070E2,-2.467970E2
1.473235E1,-4.472177E2,-4.976368E1,-4.046179E2,-1.765313E2,-1.051995E2,-3.702046E2,3.547415E2,-2.888727E2,9.807839E1,1.068190E2,1.486385E2,-6.833888E1,1.954822E2,-3.520484E2,5.678253E2,1.808681E1,1.557254E2,-2.452013E2
1.479901E1,-4.473207E2,-4.982514E1,-4.046860E2,-1.763953E2,-1.055433E2,-3.705060E2,3.545237E2,-2.887686E2,9.923278E1,1.084819E2,1.484261E2,-6.846090E1,1.953300E2,-3.532222E2,5.678753E2,1.739545E1,1.559422E2,-2.448133E2
1.486568E1,-4.468711E2,-4.995629E1,-4.044912E2,-1.734622E2,-1.057161E2,-3.699286E2,3.548026E2,-2.888710E2,9.879583E1,1.094277E2,1.487979E2,-6.908402E1,1.951320E2,-3.536321E2,5.677892E2,1.724754E1,1.553204E2,-2.448231E2
1.493234E1,-4.471806E2,-5.002505E1,-4.042035E2,-1.742113E2,-1.056664E2,-3.696904E2,3.553669E2,-2.884898E2,9.898115E1,1.094396E2,1.491144E2,-6.933364E1,1.964155E2,-3.527781E2,5.684680E2,1.624704E1,1.551514E2,-2.446094E2
1.499900E1,-4.456899E2,-5.023889E1,-4.041278E2,-1.745701E2,-1.053398E2,-3.696754E2,3.547895E2,-2.888276E2,9.783384E1,1.102186E2,1.496161E2,-6.870413E1,1.966334E2,-3.529530E2,5.670900E2,1.457350E1,1.551438E2,-2.441373E2
1.506566E1,-4.461257E2,-4.992553E1,-4.045265E2,-1.751896E2,-1.054377E2,-3.682204E2,3.549684E2,-2.883800E2,9.687080E1,1.104175E2,1.494877E2,-6.789623E1,1.961236E2,-3.538720E2,5.670639E2,1.517258E1,1.551018E2,-2.434442E2
1.513232E1,-4.455944E2,-5.021633E1,-4.036974E2,-1.782394E2,-1.035797E2,-3.679616E2,3.572869E2,-2.904739E2,9.693568E1,1.085345E2,1.475547E2,-6.753555E1,1.972444E2,-3.523086E2,5.755000E2,1.700000E1,1.505000E2,-2.475000E2
1.519899E1,-4.456535E2,-4.837907E1,-4.026291E2,-1.796070E2,-1.033956E2,-3.679003E2,3.568072E2,-2.905543E2,9.723423E1,1.095790E2,1.485722E2,-6.736329E1,1.971189E2,-3.522048E2,5.760939E2,1.715911E1,1.503054E2,-2.456149E2
1.526565E1,-4.455957E2,-4.832421E1,-4.023547E2,-1.795786E2,-1.045088E2,-3.675119E2,3.568625E2,-2.927048E2,9.493485E1,1.076229E2,1.488205E2,-6.763771E1,1.975200E2,-3.511538E2,5.772092E2,1.509755E1,1.504016E2,-2.458500E2
1.533231E1,-4.461246E2,-4.799145E1,-4.013849E2,-1.807263E2,-1.048288E2,-3.682651E2,3.553162E2,-2.902694E2,9.535495E1,1.064477E2,1.485860E2,-6.767185E1,1.972746E2,-3.507358E2,5.773847E2,1.493213E1,1.580000E2,-2.470000E2
1.539897E1,-4.460554E2,-4.778501E1,-4.019096E2,-1.807092E2,-1.051132E2,-3.681877E2,3.553067E2,-2.903998E2,9.328543E1,1.053826E2,1.481665E2,-6.747058E1,1.975542E2,-3.527845E2,5.765382E2,1.482483E1,1.584612E2,-2.467460E2
1.546564E1,-4.461370E2,-4.773463E1,-4.012512E2,-1.806092E2,-1.033925E2,-3.685957E2,3.548697E2,-2.907871E2,9.493582E1,1.031393E2,1.489131E2,-6.761076E1,1.983599E2,-3.512746E2,5.759265E2,1.491459E1,1.596745E2,-2.455476E2
1.553230E1,-4.459417E2,-4.832248E1,-4.018966E2,-1.819098E2,-1.033336E2,-3.685034E2,3.548677E2,-2.907721E2,9.536632E1,1.010272E2,1.485230E2,-6.745659E1,1.980123E2,-3.523848E2,5.793490E2,1.504653E1,1.603286E2,-2.460287E2
1.559896E1,-4.470186E2,-4.778995E1,-4.019541E2,-1.811833E2,-1.032714E2,-3.686092E2,3.551043E2,-2.906157E2,9.387017E1,1.010238E2,1.485355E2,-6.762050E1,1.983580E2,-3.513755E2,5.812016E2,1.495514E1,1.603533E2,-2.470322E2
1.566562E1,-4.465059E2,-4.812673E1,-4.003873E2,-1.812576E2,-1.037489E2,-3.670892E2,3.551946E2,-2.903480E2,9.225566E1,1.027722E2,1.483404E2,-6.753652E1,1.988577E2,-3.506561E2,5.811462E2,1.468188E1,1.601686E2,-2.468192E2
1.573228E1,-4.472715E2,-4.772388E1,-3.983305E2,-1.812231E2,-1.032505E2,-3.676274E2,3.550351E2,-2.904916E2,9.249633E1,1.047613E2,1.484306E2,-6.758977E1,1.967011E2,-3.510031E2,5.803940E2,1.478216E1,1.618965E2,-2.472109E2
1.579895E1,-4.472206E2,-4.796433E1,-3.985032E2,-1.813998E2,-1.036699E2,-3.673592E2,3.548569E2,-2.907525E2,9.216926E1,1.050381E2,1.485068E2,-6.844394E1,1.959877E2,-3.528882E2,5.815409E2,1.306740E1,1.620207E2,-2.470022E2
1.586561E1,-4.449650E2,-4.814151E1,-3.986510E2,-1.797217E2,-1.033154E2,-3.678375E2,3.552808E2,-2.903347E2,9.141911E1,1.048103E2,1.487091E2,-6.833603E1,1.951767E2,-3.529969E2,5.809231E2,1.497344E1,1.630000E2,-2.505000E2
1.593227E1,-4.431288E2,-4.804742E1,-3.977565E2,-1.792216E2,-1.033162E2,-3.676576E2,3.568043E2,-2.919851E2,9.109662E1,1.049252E2,1.485241E2,-6.858162E1,1.957568E2,-3.507780E2,5.824030E2,1.499662E1,1.630182E2,-2.506235E2
1.599893E1,-4.428484E2,-4.832643E1,-3.966313E2,-1.778319E2,-1.053792E2,-3.670683E2,3.579396E2,-2.913114E2,9.158619E1,1.042838E2,1.484406E2,-6.682976E1,1.951782E2,-3.489606E2,5.808149E2,1.511401E1,1.627330E2,-2.509293E2
1.606560E1,-4.427379E2,-4.920091E1,-3.964061E2,-1.781031E2,-1.062308E2,-3.677307E2,3.565000E2,-2.895000E2,9.170021E1,1.051311E2,1.486581E2,-6.642638E1,1.960581E2,-3.491134E2,5.810469E2,1.509640E1,1.628824E2,-2.505391E2
1.613226E1,-4.430866E2,-4.899458E1,-3.952367E2,-1.795226E2,-1.065313E2,-3.677264E2,3.574916E2,-2.893340E2,9.240618E1,1.053736E2,1.480581E2,-6.673339E1,1.984965E2,-3.493409E2,5.813659E2,1.298602E1,1.628462E2,-2.506882E2
1.619892E1,-4.411884E2,-4.902417E1,-3.968204E2,-1.784257E2,-1.067701E2,-3.676660E2,3.572760E2,-2.896684E2,9.244510E1,1.048455E2,1.489204E2,-6.614776E1,1.974519E2,-3.490048E2,5.815170E2,1.294829E1,1.646427E2,-2.522371E2
1.626558E1,-4.385367E2,-4.926090E1,-3.966953E2,-1.794515E2,-1.046740E2,-3.678248E2,3.577914E2,-2.912674E2,9.159497E1,1.045680E2,1.469157E2,-6.618284E1,1.943195E2,-3.481645E2,5.834131E2,1.103634E1,1.645683E2,-2.520770E2
1.633224E1,-4.408041E2,-4.904324E1,-3.977693E2,-1.782258E2,-1.037855E2,-3.677678E2,3.566847E2,-2.914886E2,9.225350E1,1.050656E2,1.465724E2,-6.777294E1,1.945755E2,-3.468442E2,5.850576E2,1.089244E1,1.642364E2,-2.524277E2
1.639891E1,-4.408499E2,-4.720113E1,-3.965901E2,-1.775848E2,-1.015558E2,-3.657811E2,3.555107E2,-2.916078E2,9.174794E1,1.027088E2,1.466680E2,-6.766083E1,1.945187E2,-3.450502E2,5.855656E2,1.024530E1,1.641464E2,-2.526987E2
1.646557E1,-4.409438E2,-4.704867E1,-3.953903E2,-1.743545E2,-1.011748E2,-3.655851E2,3.537501E2,-2.914976E2,9.204200E1,1.025739E2,1.464185E2,-6.749678E1,1.948112E2,-3.448232E2,5.849358E2,1.218705E1,1.644491E2,-2.526780E2
1.653223E1,-4.414207E2,-4.666979E1,-3.955825E2,-1.745264E2,-1.018620E2,-3.655889E2,3.530795E2,-2.917385E2,9.070261E1,1.033292E2,1.463431E2,-6.770550E1,1.968148E2,-3.436418E2,5.840815E2,1.170944E1,1.669736E2,-2.514738E2
1.659889E1,-4.407793E2,-4.909092E1,-3.945215E2,-1.742909E2,-1.010676E2,-3.656854E2,3.556998E2,-2.932030E2,9.256772E1,1.050271E2,1.467215E2,-6.745814E1,1.965884E2,-3.446549E2,5.840302E2,1.362667E1,1.691957E2,-2.514654E2
1.666556E1,-4.392140E2,-4.883164E1,-3.943756E2,-1.730431E2,-1.014128E2,-3.659264E2,3.556900E2,-2.934867E2,9.140769E1,1.047509E2,1.466588E2,-6.758396E1,1.963339E2,-3.459570E2,5.867530E2,1.416361E1,1.691940E2,-2.517495E2
1.673222E1,-4.410253E2,-4.885585E1,-3.942778E2,-1.732689E2,-1.152979E2,-3.526564E2,3.535036E2,-2.936555E2,9.353852E1,1.032290E2,1.465026E2,-6.780447E1,1.969867E2,-3.438879E2,5.868302E2,1.601305E1,1.673764E2,-2.517061E2
1.679888E1,-4.407002E2,-4.714293E1,-3.948475E2,-1.750539E2,-1.139458E2,-3.541631E2,3.534065E2,-2.936499E2,9.394035E1,1.031504E2,1.468044E2,-6.726761E1,1.957387E2,-3.419263E2,5.863779E2,1.586368E1,1.668736E2,-2.516239E2
1.686554E1,-4.391666E2,-4.680659E1,-3.947165E2,-1.757113E2,-1.017580E2,-3.696529E2,3.550687E2,-2.937228E2,9.419561E1,1.048463E2,1.464962E2,-6.759640E1,1.955913E2,-3.397964E2,5.866025E2,1.605026E1,1.659848E2,-2.498915E2
1.693220E1,-4.391503E2,-4.760205E1,-3.945540E2,-1.758000E2,-1.014437E2,-3.693748E2,3.556221E2,-2.951381E2,9.569011E1,1.040707E2,1.465542E2,-6.783094E1,1.952574E2,-3.399827E2,5.865924E2,1.609367E1,1.661982E2,-2.492666E2
1.699887E1,-4.390563E2,-4.870484E1,-3.943203E2,-1.766918E2,-1.013511E2,-3.691760E2,3.553620E2,-2.958683E2,9.632110E1,1.046737E2,1.446003E2,-6.771866E1,1.957017E2,-3.397792E2,5.864884E2,1.478022E1,1.658589E2,-2.494823E2
1.706553E1,-4.389340E2,-4.712267E1,-3.949252E2,-1.763251E2,-1.019271E2,-3.697272E2,3.557144E2,-2.954557E2,9.565422E1,1.049573E2,1.444714E2,-6.755575E1,1.975582E2,-3.378247E2,5.861378E2,1.458442E1,1.639569E2,-2.506003E2
1.713219E1,-4.390168E2,-4.759321E1,-3.943144E2,-1.780862E2,-1.010997E2,-3.690797E2,3.551097E2,-2.958743E2,9.523388E1,1.052804E2,1.444898E2,-6.743342E1,1.990489E2,-3.401629E2,5.864653E2,1.490048E1,1.639430E2,-2.504600E2
1.719885E1,-4.388654E2,-4.634972E1,-3.947346E2,-1.786043E2,-1.014316E2,-3.693055E2,3.450000E2,-2.930000E2,9.471362E1,1.034011E2,1.445042E2,-6.702308E1,1.990979E2,-3.413080E2,5.865108E2,1.521942E1,1.643542E2,-2.505204E2
1.726552E1,-4.377872E2,-4.616734E1,-3.945200E2,-1.784675E2,-1.017185E2,-3.695287E2,3.447675E2,-2.933091E2,9.521477E1,1.013166E2,1.452632E2,-6.641286E1,1.993921E2,-3.408169E2,5.841437E2,1.468086E1,1.635690E2,-2.500152E2
1.733218E1,-4.401368E2,-4.586250E1,-3.955196E2,-1.788137E2,-1.023126E2,-3.692566E2,3.419640E2,-2.928837E2,9.301021E1,1.008824E2,1.464649E2,-6.635741E1,2.005405E2,-3.387886E2,5.865419E2,1.528718E1,1.657692E2,-2.505050E2
1.739884E1,-4.402665E2,-4.562271E1,-3.944691E2,-1.776602E2,-1.025190E2,-3.712872E2,3.450000E2,-2.930000E2,9.257872E1,9.925573E1,1.464718E2,-6.683130E1,1.987036E2,-3.386788E2,5.893057E2,1.505245E1,1.648671E2,-2.502786E2
1.746550E1,-4.383489E2,-4.457282E1,-3.946079E2,-1.761391E2,-1.026779E2,-3.714475E2,3.448771E2,-2.933566E2,9.319453E1,9.932716E1,1.464811E2,-6.644823E1,1.986213E2,-3.386442E2,5.892479E2,1.476804E1,1.649083E2,-2.522565E2
1.753216E1,-4.376973E2,-4.534347E1,-3.961092E2,-1.762560E2,-1.014863E2,-3.719353E2,3.446617E2,-2.946779E2,9.307110E1,1.007209E2,1.455489E2,-6.750617E1,1.985405E2,-3.389588E2,5.897205E2,1.521206E1,1.648224E2,-2.524429E2
1.759883E1,-4.387638E2,-4.505870E1,-3.968751E2,-1.761945E2,-1.005754E2,-3.711854E2,3.447800E2,-2.950197E2,9.162059E1,1.001122E2,1.452273E2,-6.820527E1,1.984005E2,-3.393215E2,5.907316E2,1.518894E1,1.627875E2,-2.541632E2
1.766549E1,-4.394790E2,-4.463374E1,-3.964892E2,-1.762401E2,-1.005021E2,-3.714967E2,3.459310E2,-2.970137E2,9.357824E1,1.001680E2,1.450729E2,-6.868707E1,1.984621E2,-3.391117E2,5.905515E2,1.512101E1,1.626216E2,-2.562688E2
1.773215E1,-4.388856E2,-4.594443E1,-3.959571E2,-1.760901E2,-9.955403E1,-3.726149E2,3.479425E2,-2.971020E2,9.394392E1,1.005865E2,1.455707E2,-6.848527E1,1.988131E2,-3.390537E2,5.905029E2,1.500244E1,1.632480E2,-2.575150E2
1.779881E1,-4.388515E2,-4.608985E1,-3.954485E2,-1.761492E2,-1.003135E2,-3.723470E2,3.681572E2,-3.005929E2,9.364297E1,1.005699E2,1.455366E2,-6.856356E1,1.999135E2,-3.391819E2,5.927595E2,1.518324E1,1.628992E2,-2.572855E2
1.786548E1,-4.373682E2,-4.578492E1,-3.952497E2,-1.764787E2,-1.001261E2,-3.745971E2,3.679268E2,-3.009542E2,9.389048E1,1.009458E2,1.450539E2,-6.883259E1,1.992447E2,-3.394842E2,5.925279E2,1.515815E1,1.622655E2,-2.570540E2
1.793214E1,-4.354929E2,-4.573771E1,-3.951469E2,-1.745915E2,-1.003137E2,-3.741675E2,3.699987E2,-3.007554E2,9.368675E1,1.008962E2,1.443618E2,-6.870229E1,1.993448E2,-3.392346E2,5.924333E2,1.491177E1,1.628060E2,-2.579286E2
1.799880E1,-4.350445E2,-4.414630E1,-3.957175E2,-1.748966E2,-1.009951E2,-3.749008E2,3.698725E2,-3.012689E2,9.403132E1,1.013393E2,1.346753E2,-7.844746E1,1.975606E2,-3.352742E2,5.907619E2,1.507296E1,1.628954E2,-2.562857E2
1.806546E1,-4.351805E2,-4.376133E1,-3.955436E2,-1.746201E2,-1.006123E2,-3.737499E2,3.699662E2,-3.014776E2,9.597430E1,1.000169E2,1.343140E2,-7.836884E1,1.974767E2,-3.350522E2,5.903283E2,1.492808E1,1.628991E2,-2.564528E2
1.813212E1,-4.345357E2,-4.432283E1,-3.955964E2,-1.744982E2,-1.003550E2,-3.717387E2,3.720017E2,-2.989305E2,9.760272E1,9.973230E1,1.345492E2,-7.832450E1,1.972475E2,-3.345865E2,5.924067E2,1.509510E1,1.626362E2,-2.561265E2
1.819879E1,-4.350633E2,-4.225154E1,-3.953827E2,-1.728183E2,-1.008935E2,-3.737668E2,3.722249E2,-2.970354E2,9.879586E1,1.018023E2,1.346629E2,-7.870359E1,1.997469E2,-3.349311E2,5.923909E2,1.495705E1,1.626111E2,-2.581501E2
1.826545E1,-4.352335E2,-4.253403E1,-3.940060E2,-1.708603E2,-1.022080E2,-3.722689E2,3.721316E2,-2.954571E2,9.866140E1,1.035039E2,1.345608E2,-7.842684E1,2.003572E2,-3.392129E2,5.924381E2,1.297884E1,1.628751E2,-2.583978E2
1.833211E1,-4.352065E2,-4.288496E1,-3.942677E2,-1.703589E2,-1.021941E2,-3.724243E2,3.721892E2,-2.948099E2,9.855059E1,1.022186E2,1.325830E2,-7.959056E1,1.994546E2,-3.406548E2,5.925855E2,1.303805E1,1.631033E2,-2.588457E2
1.839877E1,-4.349189E2,-4.295880E1,-3.938310E2,-1.695857E2,-1.014860E2,-3.717186E2,3.719811E2,-2.969429E2,9.874830E1,1.017613E2,1.326836E2,-7.924967E1,1.992088E2,-3.408115E2,5.942824E2,1.291273E1,1.640528E2,-2.595222E2
1.846544E1,-4.349775E2,-4.320293E1,-3.937675E2,-1.687264E2,-1.015667E2,-3.731931E2,3.702340E2,-2.937262E2,9.757411E1,9.982740E1,1.326887E2,-7.948148E1,1.996054E2,-3.406382E2,5.947803E2,1.310526E1,1.644910E2,-2.598315E2
1.853210E1,-4.334805E2,-4.062210E1,-3.948351E2,-1.671166E2,-1.013545E2,-3.719308E2,3.720110E2,-2.940278E2,9.732050E1,9.970015E1,1.331444E2,-7.881716E1,2.014345E2,-3.393494E2,5.922005E2,1.272138E1,1.658686E2,-2.578608E2
1.859876E1,-4.331651E2,-4.255546E1,-3.947232E2,-1.657050E2,-1.012667E2,-3.710677E2,3.718748E2,-2.942708E2,9.891634E1,1.002800E2,1.337377E2,-7.854527E1,2.016487E2,-3.411617E2,5.913877E2,1.278029E1,1.655867E2,-2.571118E2
1.866542E1,-4.340170E2,-4.294255E1,-3.941986E2,-1.659476E2,-1.027899E2,-3.712783E2,3.719120E2,-2.981982E2,1.006993E2,1.009247E2,1.335213E2,-7.844846E1,2.019760E2,-3.409478E2,5.931774E2,1.082336E1,1.641993E2,-2.575518E2
1.873208E1,-4.318625E2,-4.139748E1,-3.930072E2,-1.674546E2,-1.023445E2,-3.693382E2,3.700638E2,-2.961474E2,1.013519E2,9.940523E1,1.332727E2,-7.845444E1,2.004980E2,-3.410742E2,5.938732E2,9.222971E0,1.637130E2,-2.575183E2
1.879875E1,-4.322191E2,-4.264459E1,-3.932810E2,-1.685089E2,-1.022596E2,-3.691795E2,3.700134E2,-2.959548E2,1.028312E2,1.000776E2,1.335687E2,-7.861132E1,1.986772E2,-3.391798E2,5.933433E2,8.881129E0,1.640117E2,-2.577056E2
1.886541E1,-4.318546E2,-4.413345E1,-3.934267E2,-1.710810E2,-1.018624E2,-3.691242E2,3.696492E2,-2.963634E2,1.027701E2,9.963102E1,1.342044E2,-7.808391E1,2.000999E2,-3.365958E2,5.934144E2,8.834014E0,1.626113E2,-2.573714E2
1.893207E1,-4.324939E2,-4.365378E1,-3.953743E2,-1.704378E2,-1.006587E2,-3.709151E2,3.721495E2,-2.977526E2,1.028171E2,9.853901E1,1.345248E2,-7.842910E1,2.021392E2,-3.365773E2,5.957151E2,7.277686E0,1.651960E2,-2.588678E2
1.899873E1,-4.323747E2,-4.174586E1,-3.953691E2,-1.703005E2,-1.009880E2,-3.705714E2,3.720189E2,-2.979995E2,1.049431E2,9.837770E1,1.347900E2,-7.805848E1,2.028600E2,-3.370202E2,5.958675E2,7.252315E0,1.669091E2,-2.590422E2
1.906540E1,-4.319798E2,-4.187123E1,-3.955845E2,-1.705456E2,-1.003636E2,-3.708798E2,3.718986E2,-2.999909E2,1.049195E2,9.873645E1,1.345127E2,-7.865617E1,2.130000E2,-3.525000E2,5.936622E2,8.882889E0,1.678705E2,-2.573377E2
1.913206E1,-4.338761E2,-4.228319E1,-3.953112E2,-1.707230E2,-1.014297E2,-3.707604E2,3.685000E2,-3.065000E2,1.053443E2,9.746562E1,1.338092E2,-7.868195E1,2.152372E2,-3.506875E2,5.938566E2,9.189482E0,1.674196E2,-2.558624E2
1.919872E1,-4.338383E2,-4.198236E1,-3.950407E2,-1.708681E2,-1.013702E2,-3.702851E2,3.688501E2,-3.064882E2,1.055007E2,9.725849E1,1.337983E2,-7.849410E1,2.173589E2,-3.500319E2,5.951217E2,9.242613E0,1.670588E2,-2.554188E2
