#multi:
,masa A,,masa B,,masa C,,masa D,
t,pixelx,pixely,pixelx,pixely,pixelx,pixely,pixelx,pixely
2.819799999999999329e+01,4.001000000000000227e+02,5.252999999999999545e+02,7.961000000000000227e+02,1.915999999999999943e+02,6.662999999999999545e+02,9.231000000000000227e+02,6.017000000000000171e+01,7.354000000000000625e+01
2.826399999999999579e+01,3.996999999999999886e+02,5.252999999999999545e+02,7.958999999999999773e+02,1.915999999999999943e+02,6.662999999999999545e+02,9.228999999999999773e+02,6.074000000000000199e+01,7.378000000000000114e+01
2.833100000000000307e+01,3.996000000000000227e+02,5.257000000000000455e+02,7.962000000000000455e+02,1.914000000000000057e+02,6.667000000000000455e+02,9.227999999999999545e+02,6.014000000000000057e+01,7.385999999999999943e+01
2.839799999999999613e+01,4.006999999999999886e+02,5.258999999999999773e+02,7.957000000000000455e+02,1.920000000000000000e+02,6.668999999999999773e+02,9.227999999999999545e+02,6.046000000000000085e+01,7.353000000000000114e+01
2.846399999999999864e+01,4.005000000000000000e+02,5.263999999999999773e+02,7.962999999999999545e+02,1.925000000000000000e+02,6.677000000000000455e+02,9.222000000000000455e+02,6.010000000000000142e+01,7.337000000000000455e+01
2.853099999999999170e+01,4.006000000000000227e+02,5.262000000000000455e+02,7.961000000000000227e+02,1.925000000000000000e+02,6.677999999999999545e+02,9.218999999999999773e+02,5.953999999999999915e+01,7.309000000000000341e+01
2.859799999999999898e+01,4.008999999999999773e+02,5.260000000000000000e+02,7.960000000000000000e+02,1.926999999999999886e+02,6.675000000000000000e+02,9.220000000000000000e+02,5.959000000000000341e+01,7.328000000000000114e+01
2.866400000000000148e+01,4.010000000000000000e+02,5.262999999999999545e+02,7.958999999999999773e+02,1.925999999999999943e+02,6.668999999999999773e+02,9.217999999999999545e+02,5.967999999999999972e+01,7.340999999999999659e+01
2.873099999999999454e+01,4.008999999999999773e+02,5.260000000000000000e+02,7.957000000000000455e+02,1.928000000000000114e+02,6.667999999999999545e+02,9.217000000000000455e+02,5.993999999999999773e+01,7.353000000000000114e+01
2.879800000000000182e+01,4.003000000000000114e+02,5.266000000000000227e+02,7.960000000000000000e+02,1.924000000000000057e+02,6.670000000000000000e+02,9.218999999999999773e+02,5.945000000000000284e+01,7.312000000000000455e+01
2.886400000000000432e+01,4.005000000000000000e+02,5.263999999999999773e+02,7.961000000000000227e+02,1.928000000000000114e+02,6.667999999999999545e+02,9.218999999999999773e+02,5.952000000000000313e+01,7.331999999999999318e+01
2.893099999999999739e+01,4.006000000000000227e+02,5.266000000000000227e+02,7.958999999999999773e+02,1.925000000000000000e+02,6.670000000000000000e+02,9.218999999999999773e+02,5.921999999999999886e+01,7.298999999999999488e+01
2.899800000000000466e+01,4.008000000000000114e+02,5.265000000000000000e+02,7.963999999999999773e+02,1.923000000000000114e+02,6.668999999999999773e+02,9.217999999999999545e+02,5.982000000000000028e+01,7.226000000000000512e+01
2.906399999999999295e+01,4.008000000000000114e+02,5.262000000000000455e+02,7.965000000000000000e+02,1.925999999999999943e+02,6.672000000000000455e+02,9.222000000000000455e+02,5.915999999999999659e+01,7.248999999999999488e+01
2.913100000000000023e+01,4.006999999999999886e+02,5.262999999999999545e+02,7.972000000000000455e+02,1.923000000000000114e+02,6.667000000000000455e+02,9.218999999999999773e+02,5.953999999999999915e+01,7.243999999999999773e+01
2.919799999999999329e+01,4.008000000000000114e+02,5.261000000000000227e+02,7.967999999999999545e+02,1.926999999999999886e+02,6.672000000000000455e+02,9.222999999999999545e+02,5.967000000000000171e+01,7.232999999999999829e+01
2.926399999999999579e+01,4.008000000000000114e+02,5.261000000000000227e+02,7.972999999999999545e+02,1.925999999999999943e+02,6.672000000000000455e+02,9.223999999999999773e+02,5.960999999999999943e+01,7.225000000000000000e+01
2.933100000000000307e+01,4.006000000000000227e+02,5.263999999999999773e+02,7.972000000000000455e+02,1.925999999999999943e+02,6.667999999999999545e+02,9.222999999999999545e+02,5.968999999999999773e+01,7.221999999999999886e+01
2.939799999999999613e+01,4.006999999999999886e+02,5.265000000000000000e+02,7.971000000000000227e+02,1.928000000000000114e+02,6.670000000000000000e+02,9.221000000000000227e+02,5.977000000000000313e+01,7.218999999999999773e+01
2.946399999999999864e+01,4.006999999999999886e+02,5.261000000000000227e+02,7.970000000000000000e+02,1.925999999999999943e+02,6.671000000000000227e+02,9.222000000000000455e+02,5.965999999999999659e+01,7.240000000000000568e+01
2.953099999999999170e+01,4.008000000000000114e+02,5.258999999999999773e+02,7.971000000000000227e+02,1.925999999999999943e+02,6.670000000000000000e+02,9.221000000000000227e+02,5.954999999999999716e+01,7.254000000000000625e+01
2.959799999999999898e+01,4.003999999999999773e+02,5.257000000000000455e+02,7.976000000000000227e+02,1.920999999999999943e+02,6.670000000000000000e+02,9.225000000000000000e+02,5.961999999999999744e+01,7.226000000000000512e+01
2.966400000000000148e+01,4.005000000000000000e+02,5.247000000000000455e+02,7.982000000000000455e+02,1.925000000000000000e+02,6.673999999999999773e+02,9.232000000000000455e+02,5.956000000000000227e+01,7.290999999999999659e+01
2.973099999999999454e+01,4.006000000000000227e+02,5.245000000000000000e+02,7.982999999999999545e+02,1.921999999999999886e+02,6.673999999999999773e+02,9.232999999999999545e+02,5.927000000000000313e+01,7.240000000000000568e+01
2.979800000000000182e+01,4.006999999999999886e+02,5.242000000000000455e+02,7.980000000000000000e+02,1.920999999999999943e+02,6.668999999999999773e+02,9.228999999999999773e+02,5.900999999999999801e+01,7.304000000000000625e+01
2.986400000000000432e+01,4.006000000000000227e+02,5.242999999999999545e+02,7.977000000000000455e+02,1.923000000000000114e+02,6.671000000000000227e+02,9.230000000000000000e+02,5.938000000000000256e+01,7.264000000000000057e+01
2.993099999999999739e+01,4.003000000000000114e+02,5.245000000000000000e+02,7.978999999999999773e+02,1.926999999999999886e+02,6.671000000000000227e+02,9.228999999999999773e+02,5.971999999999999886e+01,7.189000000000000057e+01
2.999800000000000466e+01,4.005000000000000000e+02,5.243999999999999773e+02,7.982999999999999545e+02,1.921999999999999886e+02,6.671000000000000227e+02,9.228999999999999773e+02,5.965999999999999659e+01,7.176000000000000512e+01
3.006399999999999295e+01,4.005000000000000000e+02,5.245000000000000000e+02,7.980000000000000000e+02,1.925999999999999943e+02,6.673999999999999773e+02,9.230000000000000000e+02,5.940999999999999659e+01,7.176000000000000512e+01
3.013100000000000023e+01,4.006999999999999886e+02,5.251000000000000227e+02,7.978999999999999773e+02,1.925999999999999943e+02,6.670000000000000000e+02,9.226000000000000227e+02,5.968999999999999773e+01,7.184999999999999432e+01
3.019799999999999329e+01,4.006000000000000227e+02,5.257999999999999545e+02,7.977000000000000455e+02,1.923000000000000114e+02,6.677000000000000455e+02,9.222000000000000455e+02,5.964999999999999858e+01,7.175000000000000000e+01
3.026399999999999579e+01,4.003999999999999773e+02,5.257000000000000455e+02,7.981000000000000227e+02,1.926999999999999886e+02,6.680000000000000000e+02,9.221000000000000227e+02,5.999000000000000199e+01,7.203000000000000114e+01
3.033100000000000307e+01,4.008000000000000114e+02,5.251000000000000227e+02,7.985000000000000000e+02,1.925000000000000000e+02,6.677999999999999545e+02,9.217000000000000455e+02,5.947999999999999687e+01,7.245999999999999375e+01
3.039799999999999613e+01,4.003999999999999773e+02,5.252999999999999545e+02,7.987000000000000455e+02,1.919000000000000057e+02,6.681000000000000227e+02,9.222000000000000455e+02,5.984000000000000341e+01,7.298000000000000398e+01
3.046399999999999864e+01,4.006000000000000227e+02,5.251000000000000227e+02,7.987999999999999545e+02,1.916999999999999886e+02,6.680000000000000000e+02,9.217999999999999545e+02,5.970000000000000284e+01,7.279999999999999716e+01
3.053099999999999170e+01,4.005000000000000000e+02,5.252000000000000455e+02,7.991000000000000227e+02,1.920000000000000000e+02,6.678999999999999773e+02,9.220000000000000000e+02,5.907999999999999829e+01,7.273000000000000398e+01
3.059799999999999898e+01,4.006000000000000227e+02,5.252999999999999545e+02,7.997000000000000455e+02,1.923000000000000114e+02,6.677999999999999545e+02,9.217000000000000455e+02,5.931000000000000227e+01,7.320999999999999375e+01
3.066400000000000148e+01,4.001000000000000227e+02,5.243999999999999773e+02,8.001000000000000227e+02,1.928000000000000114e+02,6.677999999999999545e+02,9.220000000000000000e+02,5.925999999999999801e+01,7.360999999999999943e+01
3.073099999999999454e+01,3.996999999999999886e+02,5.243999999999999773e+02,8.000000000000000000e+02,1.925999999999999943e+02,6.677000000000000455e+02,9.216000000000000227e+02,5.932999999999999829e+01,7.406999999999999318e+01
3.079800000000000182e+01,3.998000000000000114e+02,5.242999999999999545e+02,7.990000000000000000e+02,1.926999999999999886e+02,6.683999999999999773e+02,9.221000000000000227e+02,5.902000000000000313e+01,7.439000000000000057e+01
3.086400000000000432e+01,4.001999999999999886e+02,5.246000000000000227e+02,7.981000000000000227e+02,1.930999999999999943e+02,6.682000000000000455e+02,9.217999999999999545e+02,5.978000000000000114e+01,7.446999999999999886e+01
3.093099999999999739e+01,4.011000000000000227e+02,5.242000000000000455e+02,7.983999999999999773e+02,1.935000000000000000e+02,6.685000000000000000e+02,9.217999999999999545e+02,5.946999999999999886e+01,7.464000000000000057e+01
3.099699999999999989e+01,4.016999999999999886e+02,5.237999999999999545e+02,7.981000000000000227e+02,1.935000000000000000e+02,6.687999999999999545e+02,9.217000000000000455e+02,5.939999999999999858e+01,7.443000000000000682e+01
3.106399999999999295e+01,4.018999999999999773e+02,5.242999999999999545e+02,7.977000000000000455e+02,1.938000000000000114e+02,6.692000000000000455e+02,9.220000000000000000e+02,5.945000000000000284e+01,7.440999999999999659e+01
3.113100000000000023e+01,4.016999999999999886e+02,5.236000000000000227e+02,7.988999999999999773e+02,1.940999999999999943e+02,6.688999999999999773e+02,9.217999999999999545e+02,5.975999999999999801e+01,7.448000000000000398e+01
3.119700000000000273e+01,4.018999999999999773e+02,5.235000000000000000e+02,7.987000000000000455e+02,1.943000000000000114e+02,6.688999999999999773e+02,9.217000000000000455e+02,5.965999999999999659e+01,7.445999999999999375e+01
3.126399999999999579e+01,4.015000000000000000e+02,5.237000000000000455e+02,7.990000000000000000e+02,1.945000000000000000e+02,6.687000000000000455e+02,9.215000000000000000e+02,5.936999999999999744e+01,7.471999999999999886e+01
3.133100000000000307e+01,4.008999999999999773e+02,5.232999999999999545e+02,7.988999999999999773e+02,1.946999999999999886e+02,6.692000000000000455e+02,9.217000000000000455e+02,5.956000000000000227e+01,7.495999999999999375e+01
3.139700000000000557e+01,4.006000000000000227e+02,5.236000000000000227e+02,7.990000000000000000e+02,1.945999999999999943e+02,6.692000000000000455e+02,9.217999999999999545e+02,5.907999999999999829e+01,7.470000000000000284e+01
3.146399999999999864e+01,4.013999999999999773e+02,5.241000000000000227e+02,7.987000000000000455e+02,1.945999999999999943e+02,6.696000000000000227e+02,9.218999999999999773e+02,5.854999999999999716e+01,7.448000000000000398e+01
3.153099999999999170e+01,4.016000000000000227e+02,5.241000000000000227e+02,7.990000000000000000e+02,1.940999999999999943e+02,6.698999999999999773e+02,9.216000000000000227e+02,5.878000000000000114e+01,7.462999999999999545e+01
3.159699999999999420e+01,4.018000000000000114e+02,5.240000000000000000e+02,7.988999999999999773e+02,1.945999999999999943e+02,6.701000000000000227e+02,9.216000000000000227e+02,5.828999999999999915e+01,7.493000000000000682e+01
3.166400000000000148e+01,4.016000000000000227e+02,5.242000000000000455e+02,7.987999999999999545e+02,1.940999999999999943e+02,6.708999999999999773e+02,9.212000000000000455e+02,5.814999999999999858e+01,7.465999999999999659e+01
3.173099999999999454e+01,4.013000000000000114e+02,5.242999999999999545e+02,7.991000000000000227e+02,1.941999999999999886e+02,6.708999999999999773e+02,9.208999999999999773e+02,5.814999999999999858e+01,7.409000000000000341e+01
3.179699999999999704e+01,4.015000000000000000e+02,5.242000000000000455e+02,7.987000000000000455e+02,1.944000000000000057e+02,6.707999999999999545e+02,9.208999999999999773e+02,5.832999999999999829e+01,7.446999999999999886e+01
3.186400000000000432e+01,4.018000000000000114e+02,5.240000000000000000e+02,7.987000000000000455e+02,1.944000000000000057e+02,6.708999999999999773e+02,9.207999999999999545e+02,5.835000000000000142e+01,7.459999999999999432e+01
3.193099999999999739e+01,4.013000000000000114e+02,5.243999999999999773e+02,7.991000000000000227e+02,1.941999999999999886e+02,6.705000000000000000e+02,9.208999999999999773e+02,5.810999999999999943e+01,7.409999999999999432e+01
3.199699999999999989e+01,4.011999999999999886e+02,5.242000000000000455e+02,7.992000000000000455e+02,1.941999999999999886e+02,6.698999999999999773e+02,9.207999999999999545e+02,5.792999999999999972e+01,7.460999999999999943e+01
3.206399999999999295e+01,4.003999999999999773e+02,5.242999999999999545e+02,7.983999999999999773e+02,1.935000000000000000e+02,6.700000000000000000e+02,9.208999999999999773e+02,5.722999999999999687e+01,7.453000000000000114e+01
3.213100000000000023e+01,4.006000000000000227e+02,5.240000000000000000e+02,7.981000000000000227e+02,1.933000000000000114e+02,6.697999999999999545e+02,9.207000000000000455e+02,5.732000000000000028e+01,7.479999999999999716e+01
3.219700000000000273e+01,4.005000000000000000e+02,5.245000000000000000e+02,7.982000000000000455e+02,1.930000000000000000e+02,6.697999999999999545e+02,9.205000000000000000e+02,5.728000000000000114e+01,7.454999999999999716e+01
3.226399999999999579e+01,4.005000000000000000e+02,5.247000000000000455e+02,7.981000000000000227e+02,1.931999999999999886e+02,6.698999999999999773e+02,9.207000000000000455e+02,5.735999999999999943e+01,7.437999999999999545e+01
3.233100000000000307e+01,4.008999999999999773e+02,5.241000000000000227e+02,7.981000000000000227e+02,1.935999999999999943e+02,6.701000000000000227e+02,9.203999999999999773e+02,5.722999999999999687e+01,7.445999999999999375e+01
3.239700000000000557e+01,4.011000000000000227e+02,5.240000000000000000e+02,7.983999999999999773e+02,1.930999999999999943e+02,6.698999999999999773e+02,9.200000000000000000e+02,5.739999999999999858e+01,7.457999999999999829e+01
3.246399999999999864e+01,4.011000000000000227e+02,5.240000000000000000e+02,7.978999999999999773e+02,1.926999999999999886e+02,6.700000000000000000e+02,9.201000000000000227e+02,5.721000000000000085e+01,7.478000000000000114e+01
3.253099999999999170e+01,4.008000000000000114e+02,5.241000000000000227e+02,7.982999999999999545e+02,1.921999999999999886e+02,6.700000000000000000e+02,9.197000000000000455e+02,5.717000000000000171e+01,7.426000000000000512e+01
3.259699999999999420e+01,4.010000000000000000e+02,5.241000000000000227e+02,7.982999999999999545e+02,1.921999999999999886e+02,6.697999999999999545e+02,9.197999999999999545e+02,5.714999999999999858e+01,7.443000000000000682e+01
3.266400000000000148e+01,4.008999999999999773e+02,5.247000000000000455e+02,7.982999999999999545e+02,1.916999999999999886e+02,6.702000000000000455e+02,9.202000000000000455e+02,5.710999999999999943e+01,7.523999999999999488e+01
3.273099999999999454e+01,4.013999999999999773e+02,5.245000000000000000e+02,7.978999999999999773e+02,1.908000000000000114e+02,6.702000000000000455e+02,9.205000000000000000e+02,5.732000000000000028e+01,7.523000000000000398e+01
3.279699999999999704e+01,4.015000000000000000e+02,5.241000000000000227e+02,7.982999999999999545e+02,1.903000000000000114e+02,6.702999999999999545e+02,9.202000000000000455e+02,5.739000000000000057e+01,7.587000000000000455e+01
3.286400000000000432e+01,4.018999999999999773e+02,5.240000000000000000e+02,7.987999999999999545e+02,1.898000000000000114e+02,6.702000000000000455e+02,9.197000000000000455e+02,5.771000000000000085e+01,7.559000000000000341e+01
3.293099999999999739e+01,4.023999999999999773e+02,5.240000000000000000e+02,7.990000000000000000e+02,1.895000000000000000e+02,6.698999999999999773e+02,9.200000000000000000e+02,5.703999999999999915e+01,7.584000000000000341e+01
3.299699999999999989e+01,4.025000000000000000e+02,5.242999999999999545e+02,7.992000000000000455e+02,1.895999999999999943e+02,6.700000000000000000e+02,9.200000000000000000e+02,5.715999999999999659e+01,7.543999999999999773e+01
3.306399999999999295e+01,4.026000000000000227e+02,5.245000000000000000e+02,7.987999999999999545e+02,1.900000000000000000e+02,6.702000000000000455e+02,9.193999999999999773e+02,5.706000000000000227e+01,7.562000000000000455e+01
3.313100000000000023e+01,4.026000000000000227e+02,5.245000000000000000e+02,7.988999999999999773e+02,1.895000000000000000e+02,6.697999999999999545e+02,9.196000000000000227e+02,5.731000000000000227e+01,7.548999999999999488e+01
3.319700000000000273e+01,4.026999999999999886e+02,5.243999999999999773e+02,7.993999999999999773e+02,1.893000000000000114e+02,6.698999999999999773e+02,9.197000000000000455e+02,5.714999999999999858e+01,7.537000000000000455e+01
3.326399999999999579e+01,4.028999999999999773e+02,5.243999999999999773e+02,7.988999999999999773e+02,1.891999999999999886e+02,6.702000000000000455e+02,9.201000000000000227e+02,5.725999999999999801e+01,7.531999999999999318e+01
3.333100000000000307e+01,4.028999999999999773e+02,5.240000000000000000e+02,7.987999999999999545e+02,1.891999999999999886e+02,6.697999999999999545e+02,9.200000000000000000e+02,5.725999999999999801e+01,7.556000000000000227e+01
3.339700000000000557e+01,4.026999999999999886e+02,5.242999999999999545e+02,7.987999999999999545e+02,1.895000000000000000e+02,6.698999999999999773e+02,9.200000000000000000e+02,5.739999999999999858e+01,7.615999999999999659e+01
3.346399999999999864e+01,4.026000000000000227e+02,5.245000000000000000e+02,7.991000000000000227e+02,1.891999999999999886e+02,6.698999999999999773e+02,9.200000000000000000e+02,5.731000000000000227e+01,7.598000000000000398e+01
3.353099999999999170e+01,4.026999999999999886e+02,5.242000000000000455e+02,7.993999999999999773e+02,1.888000000000000114e+02,6.697999999999999545e+02,9.198999999999999773e+02,5.760000000000000142e+01,7.554999999999999716e+01
3.359699999999999420e+01,4.030000000000000000e+02,5.241000000000000227e+02,7.997999999999999545e+02,1.894000000000000057e+02,6.702999999999999545e+02,9.203999999999999773e+02,5.760999999999999943e+01,7.559000000000000341e+01
3.366400000000000148e+01,4.026999999999999886e+02,5.242000000000000455e+02,8.002000000000000455e+02,1.891999999999999886e+02,6.698999999999999773e+02,9.203999999999999773e+02,5.742999999999999972e+01,7.523999999999999488e+01
3.373099999999999454e+01,4.023999999999999773e+02,5.242000000000000455e+02,8.000000000000000000e+02,1.893000000000000114e+02,6.697000000000000455e+02,9.196000000000000227e+02,5.772999999999999687e+01,7.543999999999999773e+01
3.379699999999999704e+01,4.023999999999999773e+02,5.241000000000000227e+02,7.997999999999999545e+02,1.895000000000000000e+02,6.702000000000000455e+02,9.198999999999999773e+02,5.742000000000000171e+01,7.501999999999999602e+01
3.386400000000000432e+01,4.030000000000000000e+02,5.242999999999999545e+02,7.998999999999999773e+02,1.891999999999999886e+02,6.702000000000000455e+02,9.203999999999999773e+02,5.778999999999999915e+01,7.464000000000000057e+01
3.393099999999999739e+01,4.026000000000000227e+02,5.243999999999999773e+02,8.000000000000000000e+02,1.891999999999999886e+02,6.702000000000000455e+02,9.203999999999999773e+02,5.786999999999999744e+01,7.454000000000000625e+01
3.399699999999999989e+01,4.026000000000000227e+02,5.242999999999999545e+02,7.998999999999999773e+02,1.895999999999999943e+02,6.703999999999999773e+02,9.208999999999999773e+02,5.735000000000000142e+01,7.423999999999999488e+01
3.406399999999999295e+01,4.026000000000000227e+02,5.241000000000000227e+02,7.997999999999999545e+02,1.895000000000000000e+02,6.703999999999999773e+02,9.215000000000000000e+02,5.789000000000000057e+01,7.428000000000000114e+01
3.413100000000000023e+01,4.028999999999999773e+02,5.241000000000000227e+02,7.998999999999999773e+02,1.895000000000000000e+02,6.702000000000000455e+02,9.212999999999999545e+02,5.697999999999999687e+01,7.415000000000000568e+01
3.419700000000000273e+01,4.025000000000000000e+02,5.242000000000000455e+02,7.998999999999999773e+02,1.895000000000000000e+02,6.703999999999999773e+02,9.212999999999999545e+02,5.682000000000000028e+01,7.454999999999999716e+01
3.426399999999999579e+01,4.025000000000000000e+02,5.243999999999999773e+02,8.003999999999999773e+02,1.895000000000000000e+02,6.702999999999999545e+02,9.212000000000000455e+02,5.696000000000000085e+01,7.468999999999999773e+01
3.433100000000000307e+01,4.026000000000000227e+02,5.242000000000000455e+02,7.997000000000000455e+02,1.895999999999999943e+02,6.702000000000000455e+02,9.211000000000000227e+02,5.703000000000000114e+01,7.468000000000000682e+01
3.439700000000000557e+01,4.025000000000000000e+02,5.242000000000000455e+02,7.998999999999999773e+02,1.896999999999999886e+02,6.702999999999999545e+02,9.212000000000000455e+02,5.777000000000000313e+01,7.478000000000000114e+01
3.446399999999999864e+01,4.023000000000000114e+02,5.246000000000000227e+02,7.998999999999999773e+02,1.894000000000000057e+02,6.700000000000000000e+02,9.212000000000000455e+02,5.792999999999999972e+01,7.515999999999999659e+01
3.453099999999999170e+01,4.030000000000000000e+02,5.242000000000000455e+02,7.998999999999999773e+02,1.893000000000000114e+02,6.701000000000000227e+02,9.208999999999999773e+02,5.743999999999999773e+01,7.554000000000000625e+01
3.459699999999999420e+01,4.031000000000000227e+02,5.237999999999999545e+02,7.997000000000000455e+02,1.898000000000000114e+02,6.702999999999999545e+02,9.211000000000000227e+02,5.724000000000000199e+01,7.567000000000000171e+01
3.466400000000000148e+01,4.030000000000000000e+02,5.241000000000000227e+02,8.002000000000000455e+02,1.895000000000000000e+02,6.701000000000000227e+02,9.212000000000000455e+02,5.718999999999999773e+01,7.525000000000000000e+01
3.473099999999999454e+01,4.031000000000000227e+02,5.233999999999999773e+02,8.001000000000000227e+02,1.899000000000000057e+02,6.701000000000000227e+02,9.212999999999999545e+02,5.749000000000000199e+01,7.520999999999999375e+01
3.479699999999999704e+01,4.028999999999999773e+02,5.232000000000000455e+02,7.997000000000000455e+02,1.898000000000000114e+02,6.705000000000000000e+02,9.211000000000000227e+02,5.753999999999999915e+01,7.495999999999999375e+01
3.486400000000000432e+01,4.036000000000000227e+02,5.238999999999999773e+02,7.998999999999999773e+02,1.894000000000000057e+02,6.702000000000000455e+02,9.216000000000000227e+02,5.735999999999999943e+01,7.473000000000000398e+01
3.493099999999999739e+01,4.038000000000000114e+02,5.241000000000000227e+02,7.997999999999999545e+02,1.895999999999999943e+02,6.698999999999999773e+02,9.216000000000000227e+02,5.697999999999999687e+01,7.457999999999999829e+01
3.499699999999999989e+01,4.036999999999999886e+02,5.242999999999999545e+02,7.997999999999999545e+02,1.891999999999999886e+02,6.703999999999999773e+02,9.213999999999999773e+02,5.667000000000000171e+01,7.456999999999999318e+01
3.506399999999999295e+01,4.033999999999999773e+02,5.243999999999999773e+02,8.002999999999999545e+02,1.890999999999999943e+02,6.702999999999999545e+02,9.208999999999999773e+02,5.714000000000000057e+01,7.453000000000000114e+01
3.513100000000000023e+01,4.036000000000000227e+02,5.243999999999999773e+02,8.000000000000000000e+02,1.890999999999999943e+02,6.707999999999999545e+02,9.211000000000000227e+02,5.749000000000000199e+01,7.476999999999999602e+01
3.519700000000000273e+01,4.033000000000000114e+02,5.245000000000000000e+02,7.996000000000000227e+02,1.896999999999999886e+02,6.707999999999999545e+02,9.210000000000000000e+02,5.717000000000000171e+01,7.525000000000000000e+01
3.526399999999999579e+01,4.031999999999999886e+02,5.245000000000000000e+02,7.997999999999999545e+02,1.896999999999999886e+02,6.710000000000000000e+02,9.206000000000000227e+02,5.720000000000000284e+01,7.470999999999999375e+01
3.533100000000000307e+01,4.033000000000000114e+02,5.242999999999999545e+02,7.997999999999999545e+02,1.891999999999999886e+02,6.712000000000000455e+02,9.211000000000000227e+02,5.738000000000000256e+01,7.459999999999999432e+01
3.539700000000000557e+01,4.033000000000000114e+02,5.242999999999999545e+02,7.992999999999999545e+02,1.885999999999999943e+02,6.708999999999999773e+02,9.210000000000000000e+02,5.714999999999999858e+01,7.465999999999999659e+01
3.546399999999999864e+01,4.035000000000000000e+02,5.243999999999999773e+02,7.988999999999999773e+02,1.885000000000000000e+02,6.710000000000000000e+02,9.208999999999999773e+02,5.734000000000000341e+01,7.481000000000000227e+01
3.553099999999999170e+01,4.036000000000000227e+02,5.238999999999999773e+02,7.987000000000000455e+02,1.881999999999999886e+02,6.707000000000000455e+02,9.207000000000000455e+02,5.692999999999999972e+01,7.459999999999999432e+01
3.559699999999999420e+01,4.040000000000000000e+02,5.241000000000000227e+02,7.978999999999999773e+02,1.878000000000000114e+02,6.712999999999999545e+02,9.211000000000000227e+02,5.620000000000000284e+01,7.454000000000000625e+01
3.566400000000000148e+01,4.036000000000000227e+02,5.245000000000000000e+02,7.981000000000000227e+02,1.876999999999999886e+02,6.712000000000000455e+02,9.207999999999999545e+02,5.636999999999999744e+01,7.459000000000000341e+01
3.573099999999999454e+01,4.038999999999999773e+02,5.243999999999999773e+02,7.982000000000000455e+02,1.875999999999999943e+02,6.707999999999999545e+02,9.202999999999999545e+02,5.635999999999999943e+01,7.457999999999999829e+01
3.579699999999999704e+01,4.038000000000000114e+02,5.246000000000000227e+02,7.982999999999999545e+02,1.873000000000000114e+02,6.710000000000000000e+02,9.201000000000000227e+02,5.685000000000000142e+01,7.456999999999999318e+01
3.586400000000000432e+01,4.038000000000000114e+02,5.243999999999999773e+02,7.981000000000000227e+02,1.875000000000000000e+02,6.712000000000000455e+02,9.202000000000000455e+02,5.692999999999999972e+01,7.465000000000000568e+01
3.592999999999999261e+01,4.038000000000000114e+02,5.243999999999999773e+02,7.982000000000000455e+02,1.875999999999999943e+02,6.710000000000000000e+02,9.207000000000000455e+02,5.689999999999999858e+01,7.448000000000000398e+01
3.599699999999999989e+01,4.041000000000000227e+02,5.243999999999999773e+02,7.980000000000000000e+02,1.875999999999999943e+02,6.712999999999999545e+02,9.213999999999999773e+02,5.685000000000000142e+01,7.485999999999999943e+01
3.606399999999999295e+01,4.043999999999999773e+02,5.246000000000000227e+02,7.981000000000000227e+02,1.876999999999999886e+02,6.712000000000000455e+02,9.210000000000000000e+02,5.692999999999999972e+01,7.410999999999999943e+01
3.612999999999999545e+01,4.045000000000000000e+02,5.247000000000000455e+02,7.982999999999999545e+02,1.875000000000000000e+02,6.712999999999999545e+02,9.213999999999999773e+02,5.675999999999999801e+01,7.409999999999999432e+01
3.619700000000000273e+01,4.051999999999999886e+02,5.252999999999999545e+02,7.982000000000000455e+02,1.875000000000000000e+02,6.708999999999999773e+02,9.215000000000000000e+02,5.713000000000000256e+01,7.435999999999999943e+01
3.626399999999999579e+01,4.055000000000000000e+02,5.255000000000000000e+02,7.982000000000000455e+02,1.875000000000000000e+02,6.712000000000000455e+02,9.220000000000000000e+02,5.724000000000000199e+01,7.423999999999999488e+01
3.632999999999999829e+01,4.055000000000000000e+02,5.255000000000000000e+02,7.982000000000000455e+02,1.875999999999999943e+02,6.710000000000000000e+02,9.217000000000000455e+02,5.750999999999999801e+01,7.407999999999999829e+01
3.639700000000000557e+01,4.058000000000000114e+02,5.251000000000000227e+02,7.982999999999999545e+02,1.873000000000000114e+02,6.710000000000000000e+02,9.218999999999999773e+02,5.750999999999999801e+01,7.439000000000000057e+01
3.646399999999999864e+01,4.060000000000000000e+02,5.247999999999999545e+02,7.986000000000000227e+02,1.875999999999999943e+02,6.711000000000000227e+02,9.217000000000000455e+02,5.735999999999999943e+01,7.460999999999999943e+01
3.653000000000000114e+01,4.058000000000000114e+02,5.253999999999999773e+02,7.992000000000000455e+02,1.881999999999999886e+02,6.715000000000000000e+02,9.216000000000000227e+02,5.743999999999999773e+01,7.473999999999999488e+01
3.659699999999999420e+01,4.058000000000000114e+02,5.246000000000000227e+02,7.992000000000000455e+02,1.883000000000000114e+02,6.720000000000000000e+02,9.218999999999999773e+02,5.767000000000000171e+01,7.482999999999999829e+01
3.666400000000000148e+01,4.058999999999999773e+02,5.243999999999999773e+02,7.991000000000000227e+02,1.885999999999999943e+02,6.717999999999999545e+02,9.227999999999999545e+02,5.760000000000000142e+01,7.468999999999999773e+01
3.673000000000000398e+01,4.060000000000000000e+02,5.242999999999999545e+02,7.990000000000000000e+02,1.883000000000000114e+02,6.718999999999999773e+02,9.230000000000000000e+02,5.779999999999999716e+01,7.451000000000000512e+01
