#multi:
,masa A,,masa B,,masa C,,masa D,
t,pixelx,pixely,pixelx,pixely,pixelx,pixely,pixelx,pixely
9.532700000000001239e+01,4.238999999999999773e+02,5.168999999999999773e+02,8.407000000000000455e+02,1.916999999999999886e+02,6.850000000000000000e+02,9.258999999999999773e+02,7.642000000000000171e+01,5.846999999999999886e+01
9.539299999999998647e+01,4.235000000000000000e+02,5.167999999999999545e+02,8.407999999999999545e+02,1.915000000000000000e+02,6.850000000000000000e+02,9.261000000000000227e+02,7.623999999999999488e+01,5.886999999999999744e+01
9.545999999999999375e+01,4.238000000000000114e+02,5.161000000000000227e+02,8.410000000000000000e+02,1.915999999999999943e+02,6.847000000000000455e+02,9.258999999999999773e+02,7.635999999999999943e+01,5.910999999999999943e+01
9.552700000000000102e+01,4.236000000000000227e+02,5.162999999999999545e+02,8.417999999999999545e+02,1.915000000000000000e+02,6.847999999999999545e+02,9.258999999999999773e+02,7.632999999999999829e+01,5.975000000000000000e+01
9.559300000000000352e+01,4.238999999999999773e+02,5.162999999999999545e+02,8.422000000000000455e+02,1.915000000000000000e+02,6.848999999999999773e+02,9.261000000000000227e+02,7.673999999999999488e+01,5.928000000000000114e+01
9.566000000000001080e+01,4.235000000000000000e+02,5.167000000000000455e+02,8.422000000000000455e+02,1.914000000000000057e+02,6.847999999999999545e+02,9.258999999999999773e+02,7.623000000000000398e+01,5.938000000000000256e+01
9.572699999999998965e+01,4.240000000000000000e+02,5.162999999999999545e+02,8.422999999999999545e+02,1.914000000000000057e+02,6.852000000000000455e+02,9.261000000000000227e+02,7.654999999999999716e+01,5.949000000000000199e+01
9.579299999999999216e+01,4.240000000000000000e+02,5.162000000000000455e+02,8.418999999999999773e+02,1.913000000000000114e+02,6.852999999999999545e+02,9.265000000000000000e+02,7.631999999999999318e+01,5.978000000000000114e+01
9.585999999999999943e+01,4.240000000000000000e+02,5.161000000000000227e+02,8.418999999999999773e+02,1.915000000000000000e+02,6.851000000000000227e+02,9.265000000000000000e+02,7.648000000000000398e+01,5.946999999999999886e+01
9.592600000000000193e+01,4.236999999999999886e+02,5.162000000000000455e+02,8.418999999999999773e+02,1.914000000000000057e+02,6.853999999999999773e+02,9.262000000000000455e+02,7.673000000000000398e+01,5.935999999999999943e+01
9.599300000000000921e+01,4.243999999999999773e+02,5.162000000000000455e+02,8.420000000000000000e+02,1.915000000000000000e+02,6.848999999999999773e+02,9.260000000000000000e+02,7.656000000000000227e+01,5.927000000000000313e+01
9.605999999999998806e+01,4.246999999999999886e+02,5.158999999999999773e+02,8.421000000000000227e+02,1.914000000000000057e+02,6.852999999999999545e+02,9.261000000000000227e+02,7.675000000000000000e+01,5.989000000000000057e+01
9.612599999999999056e+01,4.250000000000000000e+02,5.161000000000000227e+02,8.415000000000000000e+02,1.910999999999999943e+02,6.852000000000000455e+02,9.262999999999999545e+02,7.657999999999999829e+01,6.003000000000000114e+01
9.619299999999999784e+01,4.248000000000000114e+02,5.162000000000000455e+02,8.410000000000000000e+02,1.914000000000000057e+02,6.852999999999999545e+02,9.260000000000000000e+02,7.670999999999999375e+01,6.021000000000000085e+01
9.626000000000000512e+01,4.250000000000000000e+02,5.162000000000000455e+02,8.412999999999999545e+02,1.916999999999999886e+02,6.852999999999999545e+02,9.262000000000000455e+02,7.653000000000000114e+01,6.054999999999999716e+01
9.632600000000000762e+01,4.255000000000000000e+02,5.162999999999999545e+02,8.405000000000000000e+02,1.920999999999999943e+02,6.858999999999999773e+02,9.263999999999999773e+02,7.657999999999999829e+01,6.029999999999999716e+01
9.639299999999998647e+01,4.258999999999999773e+02,5.158999999999999773e+02,8.408999999999999773e+02,1.920999999999999943e+02,6.862000000000000455e+02,9.261000000000000227e+02,7.684999999999999432e+01,6.035000000000000142e+01
9.645999999999999375e+01,4.258000000000000114e+02,5.161000000000000227e+02,8.410000000000000000e+02,1.925000000000000000e+02,6.861000000000000227e+02,9.262999999999999545e+02,7.656000000000000227e+01,6.081000000000000227e+01
9.652599999999999625e+01,4.255000000000000000e+02,5.162000000000000455e+02,8.410000000000000000e+02,1.924000000000000057e+02,6.861000000000000227e+02,9.262999999999999545e+02,7.629999999999999716e+01,6.057000000000000028e+01
9.659300000000000352e+01,4.256000000000000227e+02,5.162999999999999545e+02,8.408999999999999773e+02,1.926999999999999886e+02,6.863999999999999773e+02,9.260000000000000000e+02,7.642000000000000171e+01,6.071000000000000085e+01
9.666000000000001080e+01,4.260000000000000000e+02,5.160000000000000000e+02,8.406000000000000227e+02,1.925000000000000000e+02,6.863999999999999773e+02,9.266000000000000227e+02,7.676000000000000512e+01,6.018999999999999773e+01
9.672599999999998488e+01,4.261000000000000227e+02,5.160000000000000000e+02,8.411000000000000227e+02,1.928000000000000114e+02,6.862999999999999545e+02,9.271000000000000227e+02,7.700000000000000000e+01,6.010999999999999943e+01
9.679299999999999216e+01,4.258000000000000114e+02,5.158999999999999773e+02,8.411000000000000227e+02,1.924000000000000057e+02,6.863999999999999773e+02,9.272000000000000455e+02,7.739000000000000057e+01,6.045000000000000284e+01
9.685999999999999943e+01,4.260000000000000000e+02,5.152999999999999545e+02,8.415000000000000000e+02,1.924000000000000057e+02,6.862000000000000455e+02,9.272000000000000455e+02,7.671999999999999886e+01,6.063000000000000256e+01
9.692600000000000193e+01,4.256999999999999886e+02,5.152999999999999545e+02,8.410000000000000000e+02,1.924000000000000057e+02,6.861000000000000227e+02,9.268999999999999773e+02,7.676999999999999602e+01,6.040999999999999659e+01
9.699300000000000921e+01,4.256999999999999886e+02,5.151000000000000227e+02,8.407000000000000455e+02,1.923000000000000114e+02,6.862999999999999545e+02,9.270000000000000000e+02,7.667000000000000171e+01,6.043999999999999773e+01
9.705999999999998806e+01,4.261000000000000227e+02,5.150000000000000000e+02,8.412000000000000455e+02,1.924000000000000057e+02,6.862000000000000455e+02,9.271000000000000227e+02,7.664000000000000057e+01,6.013000000000000256e+01
9.712599999999999056e+01,4.256000000000000227e+02,5.150000000000000000e+02,8.411000000000000227e+02,1.924000000000000057e+02,6.861000000000000227e+02,9.268999999999999773e+02,7.700000000000000000e+01,6.046000000000000085e+01
9.719299999999999784e+01,4.253999999999999773e+02,5.153999999999999773e+02,8.410000000000000000e+02,1.928000000000000114e+02,6.858999999999999773e+02,9.268999999999999773e+02,7.718000000000000682e+01,6.071000000000000085e+01
9.726000000000000512e+01,4.256000000000000227e+02,5.152999999999999545e+02,8.412000000000000455e+02,1.926999999999999886e+02,6.861000000000000227e+02,9.270000000000000000e+02,7.729999999999999716e+01,6.042000000000000171e+01
9.732600000000000762e+01,4.256999999999999886e+02,5.148999999999999773e+02,8.410000000000000000e+02,1.925000000000000000e+02,6.857999999999999545e+02,9.271000000000000227e+02,7.728000000000000114e+01,6.036999999999999744e+01
9.739299999999998647e+01,4.250000000000000000e+02,5.143999999999999773e+02,8.412999999999999545e+02,1.923000000000000114e+02,6.862000000000000455e+02,9.271000000000000227e+02,7.757999999999999829e+01,6.035000000000000142e+01
9.745999999999999375e+01,4.248999999999999773e+02,5.137999999999999545e+02,8.408999999999999773e+02,1.925999999999999943e+02,6.863999999999999773e+02,9.273999999999999773e+02,7.718000000000000682e+01,6.000000000000000000e+01
9.752599999999999625e+01,4.251999999999999886e+02,5.143999999999999773e+02,8.412999999999999545e+02,1.925000000000000000e+02,6.863999999999999773e+02,9.273999999999999773e+02,7.756000000000000227e+01,5.939000000000000057e+01
9.759300000000000352e+01,4.258000000000000114e+02,5.142000000000000455e+02,8.412000000000000455e+02,1.920000000000000000e+02,6.860000000000000000e+02,9.272999999999999545e+02,7.743000000000000682e+01,5.928000000000000114e+01
9.766000000000001080e+01,4.256999999999999886e+02,5.137000000000000455e+02,8.411000000000000227e+02,1.914000000000000057e+02,6.857999999999999545e+02,9.266000000000000227e+02,7.731000000000000227e+01,5.975999999999999801e+01
9.772599999999998488e+01,4.263000000000000114e+02,5.133999999999999773e+02,8.415000000000000000e+02,1.914000000000000057e+02,6.857999999999999545e+02,9.268999999999999773e+02,7.751999999999999602e+01,5.939999999999999858e+01
9.779299999999999216e+01,4.266999999999999886e+02,5.131000000000000227e+02,8.417000000000000455e+02,1.915000000000000000e+02,6.861000000000000227e+02,9.271000000000000227e+02,7.804999999999999716e+01,5.979999999999999716e+01
9.785999999999999943e+01,4.266999999999999886e+02,5.132000000000000455e+02,8.418999999999999773e+02,1.915999999999999943e+02,6.861000000000000227e+02,9.270000000000000000e+02,7.845999999999999375e+01,5.961999999999999744e+01
9.792600000000000193e+01,4.266999999999999886e+02,5.130000000000000000e+02,8.421000000000000227e+02,1.914000000000000057e+02,6.861000000000000227e+02,9.267999999999999545e+02,7.837000000000000455e+01,5.982999999999999829e+01
9.799300000000000921e+01,4.263999999999999773e+02,5.132999999999999545e+02,8.422000000000000455e+02,1.915999999999999943e+02,6.862999999999999545e+02,9.270000000000000000e+02,7.831999999999999318e+01,5.982000000000000028e+01
9.805999999999998806e+01,4.261999999999999886e+02,5.137000000000000455e+02,8.422000000000000455e+02,1.908000000000000114e+02,6.861000000000000227e+02,9.270000000000000000e+02,7.820000000000000284e+01,5.989000000000000057e+01
9.812599999999999056e+01,4.261999999999999886e+02,5.133999999999999773e+02,8.420000000000000000e+02,1.906999999999999886e+02,6.867999999999999545e+02,9.261000000000000227e+02,7.815000000000000568e+01,5.967000000000000171e+01
9.819299999999999784e+01,4.270000000000000000e+02,5.130000000000000000e+02,8.426000000000000227e+02,1.909000000000000057e+02,6.868999999999999773e+02,9.258999999999999773e+02,7.804000000000000625e+01,6.025999999999999801e+01
9.826000000000000512e+01,4.268999999999999773e+02,5.126000000000000227e+02,8.430000000000000000e+02,1.904000000000000057e+02,6.871000000000000227e+02,9.257999999999999545e+02,7.806000000000000227e+01,6.074000000000000199e+01
9.832600000000000762e+01,4.263999999999999773e+02,5.127000000000000455e+02,8.431000000000000227e+02,1.905000000000000000e+02,6.877999999999999545e+02,9.263999999999999773e+02,7.801999999999999602e+01,6.046000000000000085e+01
9.839299999999998647e+01,4.261999999999999886e+02,5.127000000000000455e+02,8.426000000000000227e+02,1.898000000000000114e+02,6.882999999999999545e+02,9.265000000000000000e+02,7.789000000000000057e+01,5.963000000000000256e+01
9.845999999999999375e+01,4.266999999999999886e+02,5.122000000000000455e+02,8.430000000000000000e+02,1.895999999999999943e+02,6.878999999999999773e+02,9.261000000000000227e+02,7.715999999999999659e+01,5.977000000000000313e+01
9.852599999999999625e+01,4.263999999999999773e+02,5.126000000000000227e+02,8.427999999999999545e+02,1.895999999999999943e+02,6.878999999999999773e+02,9.261000000000000227e+02,7.748000000000000398e+01,5.953000000000000114e+01
9.859300000000000352e+01,4.265000000000000000e+02,5.122999999999999545e+02,8.427000000000000455e+02,1.894000000000000057e+02,6.877999999999999545e+02,9.262999999999999545e+02,7.762000000000000455e+01,5.932999999999999829e+01
9.866000000000001080e+01,4.268000000000000114e+02,5.121000000000000227e+02,8.427999999999999545e+02,1.899000000000000057e+02,6.876000000000000227e+02,9.261000000000000227e+02,7.728000000000000114e+01,5.975000000000000000e+01
9.872599999999998488e+01,4.263999999999999773e+02,5.122999999999999545e+02,8.427000000000000455e+02,1.899000000000000057e+02,6.877999999999999545e+02,9.262999999999999545e+02,7.762000000000000455e+01,5.963000000000000256e+01
9.879299999999999216e+01,4.266000000000000227e+02,5.125000000000000000e+02,8.427000000000000455e+02,1.898000000000000114e+02,6.880000000000000000e+02,9.265000000000000000e+02,7.778000000000000114e+01,6.000999999999999801e+01
9.885999999999999943e+01,4.265000000000000000e+02,5.126000000000000227e+02,8.427000000000000455e+02,1.900000000000000000e+02,6.877999999999999545e+02,9.260000000000000000e+02,7.651999999999999602e+01,6.063000000000000256e+01
9.892600000000000193e+01,4.258999999999999773e+02,5.126000000000000227e+02,8.431000000000000227e+02,1.895000000000000000e+02,6.877000000000000455e+02,9.262000000000000455e+02,7.656000000000000227e+01,6.042999999999999972e+01
9.899300000000000921e+01,4.253999999999999773e+02,5.127000000000000455e+02,8.426000000000000227e+02,1.894000000000000057e+02,6.876000000000000227e+02,9.262000000000000455e+02,7.639000000000000057e+01,6.039000000000000057e+01
9.905999999999998806e+01,4.253999999999999773e+02,5.127999999999999545e+02,8.428999999999999773e+02,1.890999999999999943e+02,6.880000000000000000e+02,9.263999999999999773e+02,7.673000000000000398e+01,6.100999999999999801e+01
9.912599999999999056e+01,4.253999999999999773e+02,5.130000000000000000e+02,8.431000000000000227e+02,1.895000000000000000e+02,6.881000000000000227e+02,9.265000000000000000e+02,7.646999999999999886e+01,6.153999999999999915e+01
9.919299999999999784e+01,4.253999999999999773e+02,5.135000000000000000e+02,8.433999999999999773e+02,1.896999999999999886e+02,6.881000000000000227e+02,9.263999999999999773e+02,7.643000000000000682e+01,6.157000000000000028e+01
9.926000000000000512e+01,4.246999999999999886e+02,5.140000000000000000e+02,8.431000000000000227e+02,1.900000000000000000e+02,6.878999999999999773e+02,9.262000000000000455e+02,7.673999999999999488e+01,6.171999999999999886e+01
9.932600000000000762e+01,4.246000000000000227e+02,5.140000000000000000e+02,8.426000000000000227e+02,1.900000000000000000e+02,6.877000000000000455e+02,9.262000000000000455e+02,7.670000000000000284e+01,6.163000000000000256e+01
9.939299999999998647e+01,4.246999999999999886e+02,5.146000000000000227e+02,8.427999999999999545e+02,1.905000000000000000e+02,6.876000000000000227e+02,9.260000000000000000e+02,7.643999999999999773e+01,6.179999999999999716e+01
9.945999999999999375e+01,4.250000000000000000e+02,5.142000000000000455e+02,8.431000000000000227e+02,1.904000000000000057e+02,6.876000000000000227e+02,9.267999999999999545e+02,7.684000000000000341e+01,6.135999999999999943e+01
9.952599999999999625e+01,4.248999999999999773e+02,5.143999999999999773e+02,8.428999999999999773e+02,1.905999999999999943e+02,6.880000000000000000e+02,9.271000000000000227e+02,7.648999999999999488e+01,6.139000000000000057e+01
9.959300000000000352e+01,4.255000000000000000e+02,5.150000000000000000e+02,8.427000000000000455e+02,1.904000000000000057e+02,6.877999999999999545e+02,9.270000000000000000e+02,7.687000000000000455e+01,6.156000000000000227e+01
9.966000000000001080e+01,4.256999999999999886e+02,5.151000000000000227e+02,8.430000000000000000e+02,1.903000000000000114e+02,6.882000000000000455e+02,9.272000000000000455e+02,7.676999999999999602e+01,6.142999999999999972e+01
9.972599999999998488e+01,4.258999999999999773e+02,5.148999999999999773e+02,8.427999999999999545e+02,1.903000000000000114e+02,6.882000000000000455e+02,9.272999999999999545e+02,7.657999999999999829e+01,6.178999999999999915e+01
9.979299999999999216e+01,4.258999999999999773e+02,5.150000000000000000e+02,8.430000000000000000e+02,1.900999999999999943e+02,6.880000000000000000e+02,9.271000000000000227e+02,7.679000000000000625e+01,6.139000000000000057e+01
9.985999999999999943e+01,4.258000000000000114e+02,5.151000000000000227e+02,8.428999999999999773e+02,1.904000000000000057e+02,6.881000000000000227e+02,9.272999999999999545e+02,7.640999999999999659e+01,6.163000000000000256e+01
9.992600000000000193e+01,4.258000000000000114e+02,5.150000000000000000e+02,8.428999999999999773e+02,1.904000000000000057e+02,6.881000000000000227e+02,9.272999999999999545e+02,7.618999999999999773e+01,6.157999999999999829e+01
9.999300000000000921e+01,4.256999999999999886e+02,5.150000000000000000e+02,8.430000000000000000e+02,1.905000000000000000e+02,6.882000000000000455e+02,9.271000000000000227e+02,7.670000000000000284e+01,6.131000000000000227e+01
1.000599999999999881e+02,4.256999999999999886e+02,5.147999999999999545e+02,8.436000000000000227e+02,1.904000000000000057e+02,6.880000000000000000e+02,9.272999999999999545e+02,7.648999999999999488e+01,6.167000000000000171e+01
1.001259999999999906e+02,4.255000000000000000e+02,5.147000000000000455e+02,8.436000000000000227e+02,1.906999999999999886e+02,6.880000000000000000e+02,9.272999999999999545e+02,7.643999999999999773e+01,6.139999999999999858e+01
1.001929999999999978e+02,4.258999999999999773e+02,5.148999999999999773e+02,8.442999999999999545e+02,1.904000000000000057e+02,6.881000000000000227e+02,9.272999999999999545e+02,7.626000000000000512e+01,6.146000000000000085e+01
1.002600000000000051e+02,4.256999999999999886e+02,5.157999999999999545e+02,8.440000000000000000e+02,1.905000000000000000e+02,6.882999999999999545e+02,9.272999999999999545e+02,7.629000000000000625e+01,6.149000000000000199e+01
1.003260000000000076e+02,4.255000000000000000e+02,5.156000000000000227e+02,8.442000000000000455e+02,1.906999999999999886e+02,6.882000000000000455e+02,9.272000000000000455e+02,7.656000000000000227e+01,6.157999999999999829e+01
1.003929999999999865e+02,4.256999999999999886e+02,5.152999999999999545e+02,8.438999999999999773e+02,1.910999999999999943e+02,6.878999999999999773e+02,9.272000000000000455e+02,7.648999999999999488e+01,6.164000000000000057e+01
1.004599999999999937e+02,4.260000000000000000e+02,5.151000000000000227e+02,8.438999999999999773e+02,1.915999999999999943e+02,6.877000000000000455e+02,9.270000000000000000e+02,7.610999999999999943e+01,6.171000000000000085e+01
1.005259999999999962e+02,4.265000000000000000e+02,5.152000000000000455e+02,8.440000000000000000e+02,1.914000000000000057e+02,6.877999999999999545e+02,9.270000000000000000e+02,7.620000000000000284e+01,6.178000000000000114e+01
1.005930000000000035e+02,4.263999999999999773e+02,5.152000000000000455e+02,8.438999999999999773e+02,1.915000000000000000e+02,6.877000000000000455e+02,9.271000000000000227e+02,7.645000000000000284e+01,6.150999999999999801e+01
1.006600000000000108e+02,4.265000000000000000e+02,5.152999999999999545e+02,8.438999999999999773e+02,1.915999999999999943e+02,6.878999999999999773e+02,9.272999999999999545e+02,7.618000000000000682e+01,6.181000000000000227e+01
1.007259999999999849e+02,4.268000000000000114e+02,5.152999999999999545e+02,8.431000000000000227e+02,1.919000000000000057e+02,6.878999999999999773e+02,9.270000000000000000e+02,7.568000000000000682e+01,6.153000000000000114e+01
1.007929999999999922e+02,4.270000000000000000e+02,5.152000000000000455e+02,8.431000000000000227e+02,1.918000000000000114e+02,6.877999999999999545e+02,9.268999999999999773e+02,7.548999999999999488e+01,6.178999999999999915e+01
1.008589999999999947e+02,4.266000000000000227e+02,5.152999999999999545e+02,8.428999999999999773e+02,1.913000000000000114e+02,6.881000000000000227e+02,9.271000000000000227e+02,7.546999999999999886e+01,6.132000000000000028e+01
1.009260000000000019e+02,4.268000000000000114e+02,5.155000000000000000e+02,8.435000000000000000e+02,1.915999999999999943e+02,6.878999999999999773e+02,9.268999999999999773e+02,7.560999999999999943e+01,6.152000000000000313e+01
1.009930000000000092e+02,4.268000000000000114e+02,5.156000000000000227e+02,8.440000000000000000e+02,1.913000000000000114e+02,6.877000000000000455e+02,9.267999999999999545e+02,7.540000000000000568e+01,6.184000000000000341e+01
1.010590000000000117e+02,4.268999999999999773e+02,5.152000000000000455e+02,8.442999999999999545e+02,1.913000000000000114e+02,6.877999999999999545e+02,9.267999999999999545e+02,7.595000000000000284e+01,6.209000000000000341e+01
1.011259999999999906e+02,4.268000000000000114e+02,5.152999999999999545e+02,8.437999999999999545e+02,1.916999999999999886e+02,6.878999999999999773e+02,9.271000000000000227e+02,7.526999999999999602e+01,6.292999999999999972e+01
1.011929999999999978e+02,4.265000000000000000e+02,5.155000000000000000e+02,8.437999999999999545e+02,1.914000000000000057e+02,6.883999999999999773e+02,9.273999999999999773e+02,7.523000000000000398e+01,6.290999999999999659e+01
1.012590000000000003e+02,4.270000000000000000e+02,5.157999999999999545e+02,8.432999999999999545e+02,1.915999999999999943e+02,6.878999999999999773e+02,9.276000000000000227e+02,7.543999999999999773e+01,6.274000000000000199e+01
1.013260000000000076e+02,4.263000000000000114e+02,5.165000000000000000e+02,8.428999999999999773e+02,1.911999999999999886e+02,6.878999999999999773e+02,9.281000000000000227e+02,7.565999999999999659e+01,6.218999999999999773e+01
1.013929999999999865e+02,4.266000000000000227e+02,5.163999999999999773e+02,8.430000000000000000e+02,1.916999999999999886e+02,6.882999999999999545e+02,9.283999999999999773e+02,7.551000000000000512e+01,6.260000000000000142e+01
1.014589999999999890e+02,4.268999999999999773e+02,5.158999999999999773e+02,8.431000000000000227e+02,1.915999999999999943e+02,6.882999999999999545e+02,9.283999999999999773e+02,7.570000000000000284e+01,6.246999999999999886e+01
1.015259999999999962e+02,4.266999999999999886e+02,5.162000000000000455e+02,8.428999999999999773e+02,1.918000000000000114e+02,6.877000000000000455e+02,9.278999999999999773e+02,7.562000000000000455e+01,6.253999999999999915e+01
1.015930000000000035e+02,4.263000000000000114e+02,5.162000000000000455e+02,8.430000000000000000e+02,1.920999999999999943e+02,6.883999999999999773e+02,9.282999999999999545e+02,7.526999999999999602e+01,6.271999999999999886e+01
1.016590000000000060e+02,4.270000000000000000e+02,5.158999999999999773e+02,8.426000000000000227e+02,1.924000000000000057e+02,6.880000000000000000e+02,9.282999999999999545e+02,7.535999999999999943e+01,6.292999999999999972e+01
1.017259999999999849e+02,4.273999999999999773e+02,5.160000000000000000e+02,8.425000000000000000e+02,1.926999999999999886e+02,6.882000000000000455e+02,9.282999999999999545e+02,7.571999999999999886e+01,6.246000000000000085e+01
1.017929999999999922e+02,4.278999999999999773e+02,5.160000000000000000e+02,8.428999999999999773e+02,1.928000000000000114e+02,6.882999999999999545e+02,9.282000000000000455e+02,7.551999999999999602e+01,6.229999999999999716e+01
1.018589999999999947e+02,4.281000000000000227e+02,5.162999999999999545e+02,8.430000000000000000e+02,1.921999999999999886e+02,6.881000000000000227e+02,9.282000000000000455e+02,7.562999999999999545e+01,6.207999999999999829e+01
1.019260000000000019e+02,4.275000000000000000e+02,5.166000000000000227e+02,8.427999999999999545e+02,1.923000000000000114e+02,6.880000000000000000e+02,9.277999999999999545e+02,7.551000000000000512e+01,6.218999999999999773e+01
1.019930000000000092e+02,4.278000000000000114e+02,5.168999999999999773e+02,8.427000000000000455e+02,1.925999999999999943e+02,6.881000000000000227e+02,9.287999999999999545e+02,7.551999999999999602e+01,6.227000000000000313e+01
1.020590000000000117e+02,4.271999999999999886e+02,5.172999999999999545e+02,8.427999999999999545e+02,1.926999999999999886e+02,6.877999999999999545e+02,9.287999999999999545e+02,7.550000000000000000e+01,6.238000000000000256e+01
1.021259999999999906e+02,4.275000000000000000e+02,5.172000000000000455e+02,8.431000000000000227e+02,1.924000000000000057e+02,6.881000000000000227e+02,9.290000000000000000e+02,7.520000000000000284e+01,6.268999999999999773e+01
1.021929999999999978e+02,4.281000000000000227e+02,5.167999999999999545e+02,8.427999999999999545e+02,1.923000000000000114e+02,6.882000000000000455e+02,9.291000000000000227e+02,7.548999999999999488e+01,6.267999999999999972e+01
1.022590000000000003e+02,4.288000000000000114e+02,5.168999999999999773e+02,8.428999999999999773e+02,1.924000000000000057e+02,6.880000000000000000e+02,9.292999999999999545e+02,7.562000000000000455e+01,6.215999999999999659e+01
1.023260000000000076e+02,4.283999999999999773e+02,5.172000000000000455e+02,8.432000000000000455e+02,1.924000000000000057e+02,6.881000000000000227e+02,9.292000000000000455e+02,7.506999999999999318e+01,6.249000000000000199e+01
1.023929999999999865e+02,4.286999999999999886e+02,5.170000000000000000e+02,8.425000000000000000e+02,1.925000000000000000e+02,6.877999999999999545e+02,9.288999999999999773e+02,7.537000000000000455e+01,6.243999999999999773e+01
1.024589999999999890e+02,4.286000000000000227e+02,5.171000000000000227e+02,8.428999999999999773e+02,1.925000000000000000e+02,6.881000000000000227e+02,9.292999999999999545e+02,7.448000000000000398e+01,6.196999999999999886e+01
1.025259999999999962e+02,4.286999999999999886e+02,5.168999999999999773e+02,8.427000000000000455e+02,1.925000000000000000e+02,6.883999999999999773e+02,9.292999999999999545e+02,7.456000000000000227e+01,6.161999999999999744e+01
1.025930000000000035e+02,4.286000000000000227e+02,5.172000000000000455e+02,8.428999999999999773e+02,1.928000000000000114e+02,6.880000000000000000e+02,9.288999999999999773e+02,7.435999999999999943e+01,6.185000000000000142e+01
1.026590000000000060e+02,4.290000000000000000e+02,5.161000000000000227e+02,8.432000000000000455e+02,1.925000000000000000e+02,6.877000000000000455e+02,9.287999999999999545e+02,7.450000000000000000e+01,6.159000000000000341e+01
1.027259999999999849e+02,4.286000000000000227e+02,5.160000000000000000e+02,8.428999999999999773e+02,1.929000000000000057e+02,6.878999999999999773e+02,9.291000000000000227e+02,7.454999999999999716e+01,6.132000000000000028e+01
1.027929999999999922e+02,4.286000000000000227e+02,5.162000000000000455e+02,8.430000000000000000e+02,1.925999999999999943e+02,6.882000000000000455e+02,9.295000000000000000e+02,7.426000000000000512e+01,6.170000000000000284e+01
1.028589999999999947e+02,4.283999999999999773e+02,5.163999999999999773e+02,8.431000000000000227e+02,1.920999999999999943e+02,6.882000000000000455e+02,9.292999999999999545e+02,7.446999999999999886e+01,6.225999999999999801e+01
1.029260000000000019e+02,4.281999999999999886e+02,5.163999999999999773e+02,8.431000000000000227e+02,1.926999999999999886e+02,6.880000000000000000e+02,9.290000000000000000e+02,7.485999999999999943e+01,6.200000000000000000e+01
1.029930000000000092e+02,4.285000000000000000e+02,5.161000000000000227e+02,8.431000000000000227e+02,1.925000000000000000e+02,6.875000000000000000e+02,9.288999999999999773e+02,7.418000000000000682e+01,6.267000000000000171e+01
1.030590000000000117e+02,4.288999999999999773e+02,5.160000000000000000e+02,8.432000000000000455e+02,1.923000000000000114e+02,6.877999999999999545e+02,9.290000000000000000e+02,7.423999999999999488e+01,6.292000000000000171e+01
1.031259999999999906e+02,4.286999999999999886e+02,5.161000000000000227e+02,8.436000000000000227e+02,1.925999999999999943e+02,6.880000000000000000e+02,9.291000000000000227e+02,7.473999999999999488e+01,6.325999999999999801e+01
1.031929999999999978e+02,4.290000000000000000e+02,5.155000000000000000e+02,8.440000000000000000e+02,1.924000000000000057e+02,6.878999999999999773e+02,9.287999999999999545e+02,7.451000000000000512e+01,6.342999999999999972e+01
1.032590000000000003e+02,4.286999999999999886e+02,5.153999999999999773e+02,8.441000000000000227e+02,1.921999999999999886e+02,6.881000000000000227e+02,9.288999999999999773e+02,7.484000000000000341e+01,6.332999999999999829e+01
1.033260000000000076e+02,4.286000000000000227e+02,5.152000000000000455e+02,8.438999999999999773e+02,1.925999999999999943e+02,6.882999999999999545e+02,9.292999999999999545e+02,7.443000000000000682e+01,6.340999999999999659e+01
1.033929999999999865e+02,4.286999999999999886e+02,5.150000000000000000e+02,8.438999999999999773e+02,1.925000000000000000e+02,6.881000000000000227e+02,9.291000000000000227e+02,7.429000000000000625e+01,6.339999999999999858e+01
1.034589999999999890e+02,4.291000000000000227e+02,5.150000000000000000e+02,8.436000000000000227e+02,1.925000000000000000e+02,6.885000000000000000e+02,9.292999999999999545e+02,7.482999999999999829e+01,6.324000000000000199e+01
1.035259999999999962e+02,4.285000000000000000e+02,5.152999999999999545e+02,8.440000000000000000e+02,1.926999999999999886e+02,6.888999999999999773e+02,9.297000000000000455e+02,7.456000000000000227e+01,6.332999999999999829e+01
1.035930000000000035e+02,4.288000000000000114e+02,5.152999999999999545e+02,8.438999999999999773e+02,1.925000000000000000e+02,6.890000000000000000e+02,9.301000000000000227e+02,7.473999999999999488e+01,6.334000000000000341e+01
1.036590000000000060e+02,4.285000000000000000e+02,5.152000000000000455e+02,8.437000000000000455e+02,1.926999999999999886e+02,6.888999999999999773e+02,9.301000000000000227e+02,7.498999999999999488e+01,6.317000000000000171e+01
1.037259999999999849e+02,4.286999999999999886e+02,5.155000000000000000e+02,8.436000000000000227e+02,1.925999999999999943e+02,6.891000000000000227e+02,9.301000000000000227e+02,7.445000000000000284e+01,6.331000000000000227e+01
1.037929999999999922e+02,4.285000000000000000e+02,5.151000000000000227e+02,8.440000000000000000e+02,1.925999999999999943e+02,6.890000000000000000e+02,9.301000000000000227e+02,7.431000000000000227e+01,6.352000000000000313e+01
1.038589999999999947e+02,4.283999999999999773e+02,5.157999999999999545e+02,8.436000000000000227e+02,1.924000000000000057e+02,6.890000000000000000e+02,9.301000000000000227e+02,7.475000000000000000e+01,6.328000000000000114e+01
