#multi:
,masa A,,masa B,,masa C,,masa D,,masa E,
t,pixelx,pixely,pixelx,pixely,pixelx,pixely,pixelx,pixely,pixelx,pixely
41.331,718.1,450.3,477.1,537.6,748.9,131.5,896.5,938.9,994.6,983.7
41.397,718.3,450.4,476.7,538.0,749.2,130.3,895.2,939.6,991.8,984.1
41.464,717.5,450.0,477.3,539.2,749.8,128.7,895.9,939.7,991.4,983.4
41.531,718.9,451.2,476.1,538.1,749.6,128.7,895.5,939.6,990.1,982.9
41.597,720.7,451.4,476.5,537.8,749.5,129.5,896.4,938.5,988.1,980.3
41.664,722.3,451.7,476.1,537.6,750.0,129.6,896.2,938.4,988.5,979.5
41.731,721.2,450.6,476.2,540.0,749.6,130.3,899.1,937.7,989.4,980.2
41.797,719.9,450.5,476.2,539.8,749.1,130.2,898.1,938.9,988.8,981.2
41.864,720.8,449.2,475.4,537.5,748.9,131.2,898.5,939.4,990.4,978.2
41.931,720.8,447.3,475.9,536.7,749.2,131.3,898.5,938.7,988.2,979.6
41.997,719.8,448.1,476.3,536.3,750.3,131.4,897.3,936.8,989.8,980.2
42.064,719.8,448.4,474.3,536.5,751.2,131.7,896.4,936.3,991.9,980.2
42.131,719.2,447.3,477.2,538.4,750.8,132.5,895.4,937.2,992.9,979.5
42.197,719.4,447.8,476.3,538.3,751.2,132.6,895.3,937.4,994.0,978.7
42.264,717.2,450.4,477.7,538.3,750.2,134.1,894.9,937.4,992.7,981.9
42.331,718.9,450.8,479.4,539.4,750.3,133.5,894.7,937.6,992.4,982.4
42.397,717.8,451.3,479.0,537.9,751.5,134.3,894.7,938.9,992.1,982.1
42.464,718.1,450.7,481.0,537.1,751.0,134.6,894.9,940.8,990.5,982.3
42.530,716.2,452.5,482.0,533.9,749.9,132.7,894.1,941.0,988.7,982.6
42.597,715.9,450.7,482.5,536.0,749.0,132.3,894.9,941.2,987.8,983.9
42.664,712.4,451.3,483.2,537.2,750.0,132.9,894.5,941.4,987.3,983.3
42.730,710.3,452.9,483.1,538.1,751.0,132.3,896.1,942.0,987.2,982.7
42.797,710.1,453.3,482.8,537.2,750.9,134.7,894.6,940.4,988.2,984.3
42.864,709.9,454.3,480.7,537.4,749.4,136.2,894.1,939.9,985.4,982.6
42.930,710.1,453.5,480.9,537.1,750.4,136.0,895.7,940.6,986.0,983.6
42.997,710.2,453.0,481.0,537.7,749.8,136.4,895.0,941.6,987.3,983.5
43.064,711.5,452.2,480.3,537.4,749.2,136.3,895.4,941.3,987.1,982.5
43.130,711.7,452.5,480.1,536.6,748.5,137.5,895.8,941.7,985.8,982.2
43.197,712.5,451.4,479.9,537.2,749.3,136.0,895.4,941.5,986.7,980.3
43.264,714.3,451.3,478.9,537.0,750.1,135.6,895.1,941.1,986.6,977.9
43.330,713.8,450.4,479.0,536.9,752.3,135.3,896.1,941.3,987.6,979.7
43.397,714.1,452.5,478.9,537.3,752.2,134.8,896.5,941.8,988.6,979.0
43.464,714.9,452.8,477.9,538.3,754.3,134.9,896.3,942.3,988.9,976.8
43.530,713.4,454.1,477.7,536.8,753.6,134.2,897.7,940.8,988.8,977.2
43.597,713.1,454.5,479.3,535.9,752.8,136.0,897.7,941.0,988.5,977.0
43.664,713.0,452.7,478.7,536.0,752.2,134.8,897.2,940.4,988.0,977.0
43.730,713.4,452.3,476.7,537.5,752.6,133.8,897.1,941.7,988.1,977.3
43.797,712.7,452.1,477.2,537.8,752.8,135.0,896.1,940.9,988.4,974.8
43.864,714.4,452.0,478.8,536.4,753.4,134.9,897.7,937.9,987.1,977.3
43.930,713.8,450.7,477.1,537.1,754.2,133.5,897.5,938.1,987.0,974.9
43.997,715.8,451.6,478.4,536.7,753.9,132.9,896.8,938.7,986.3,975.2
44.064,713.8,452.5,478.0,537.0,752.6,133.3,896.2,940.0,987.2,977.9
44.130,711.9,453.9,477.2,537.9,752.6,134.0,896.1,940.5,986.6,976.4
44.197,711.9,451.8,477.4,538.1,752.8,135.2,895.7,941.5,987.5,977.6
44.264,711.9,452.0,477.8,538.5,752.9,134.3,895.1,942.3,986.9,978.3
44.330,711.0,450.1,478.1,538.0,751.8,136.0,895.9,941.3,987.1,978.5
44.397,711.0,450.3,478.2,536.7,751.8,135.0,895.3,941.9,988.0,977.2
44.464,710.7,451.0,477.7,538.9,751.2,135.8,893.8,941.6,987.9,976.9
44.530,711.0,452.7,478.4,540.0,750.4,135.6,894.4,943.2,988.3,978.1
44.597,708.9,453.6,478.0,540.2,750.5,135.6,895.3,942.4,988.2,978.4
44.664,709.2,454.3,477.3,540.6,750.0,135.0,894.5,943.6,987.6,977.1
44.730,709.7,453.1,477.1,539.6,751.1,135.6,894.6,944.1,987.4,975.4
44.797,709.5,451.7,478.1,539.5,751.7,135.7,897.2,944.0,987.3,976.5
44.864,708.1,450.8,478.3,538.4,749.6,137.1,896.8,941.8,987.0,978.8
44.930,706.6,451.3,479.0,537.8,749.8,138.1,896.9,940.3,986.4,981.3
44.997,706.3,453.1,479.0,539.5,749.9,139.8,896.6,939.9,987.6,980.7
45.064,706.7,451.6,479.4,539.0,749.5,140.1,896.9,941.0,986.0,982.1
45.130,709.2,453.7,476.9,539.1,750.1,141.0,897.8,942.4,987.7,982.3
45.197,708.0,454.7,478.0,539.5,751.0,141.7,898.3,942.4,989.2,982.5
45.264,709.6,455.3,478.2,538.9,749.4,141.2,899.5,941.9,990.8,982.3
45.330,710.0,454.2,478.0,539.6,748.6,139.7,899.5,940.5,992.2,981.9
45.397,710.8,455.5,476.9,538.0,749.4,139.5,900.4,940.3,994.6,981.1
45.464,712.0,454.6,477.0,538.2,747.6,139.1,899.9,939.9,994.2,982.7
45.530,714.4,455.3,473.7,538.2,746.6,140.8,900.5,939.4,994.8,982.2
45.597,714.0,453.4,472.7,537.8,745.0,140.4,901.8,938.3,997.0,981.6
45.664,715.9,452.8,471.9,537.7,743.8,142.5,902.2,936.1,997.6,979.7
45.730,716.2,455.1,469.7,538.1,743.5,142.6,901.7,937.4,997.5,981.7
45.797,715.0,457.5,467.3,537.2,742.5,143.8,900.7,936.3,998.7,980.8
45.864,715.0,458.1,466.4,537.5,743.1,143.0,901.7,936.6,997.9,981.0
45.930,714.5,456.6,464.3,538.3,742.5,143.6,900.4,935.9,996.9,979.2
45.997,714.1,457.3,464.3,538.6,743.3,143.6,900.3,936.6,995.2,977.3
46.064,715.6,457.3,464.7,538.7,743.1,143.2,900.6,935.8,995.0,975.4
46.130,715.3,457.0,466.6,538.3,743.1,143.6,900.4,936.9,995.9,975.9
46.197,713.8,456.9,468.5,540.0,744.3,145.1,899.3,935.2,997.5,977.0
46.264,714.8,455.0,468.8,539.3,745.9,145.1,899.2,934.6,997.0,977.1
46.330,715.6,454.2,469.6,539.8,745.1,145.9,899.5,935.4,998.1,976.5
46.397,716.7,455.8,469.9,537.9,744.5,144.2,898.9,934.0,998.4,976.5
46.464,715.3,457.4,469.8,538.2,743.2,144.7,898.5,933.9,996.9,973.6
46.530,715.5,458.1,469.5,537.9,742.8,145.0,898.6,933.8,998.5,973.6
46.597,716.3,458.1,469.3,539.0,740.2,147.1,898.0,935.4,999.7,972.3
46.664,716.2,457.1,467.3,538.9,738.6,148.8,897.9,935.1,998.8,970.5
46.730,716.8,454.0,467.7,539.4,737.7,149.7,897.6,935.3,999.3,969.5
46.797,717.3,454.0,467.6,539.2,738.7,150.6,897.3,934.1,1.000E3,969.8
46.864,719.3,452.6,467.6,539.2,738.8,150.5,898.5,932.6,998.8,969.7
46.930,720.4,452.5,466.7,539.9,738.5,149.0,898.4,933.7,998.3,969.5
46.997,718.2,452.2,467.1,539.1,737.4,149.6,899.3,932.9,997.9,968.6
47.064,717.1,450.8,466.5,541.5,736.0,149.4,898.9,933.0,996.9,969.6
47.130,718.1,450.0,466.3,541.3,734.5,150.0,897.8,932.2,996.6,968.2
47.197,718.0,449.8,466.4,542.8,734.4,151.1,897.3,931.5,997.4,966.1
47.264,718.0,450.1,468.3,543.5,736.8,151.5,898.5,933.0,996.2,966.6
47.330,717.9,446.9,470.1,543.8,736.3,150.5,898.6,932.6,995.0,968.7
47.397,717.9,444.5,469.3,545.2,734.5,152.3,899.3,933.1,996.7,969.7
47.464,714.9,442.2,468.9,546.0,733.2,155.0,898.3,931.5,995.4,969.4
47.530,716.0,442.4,467.9,545.4,733.3,155.3,898.4,930.7,995.5,969.3
47.597,715.4,443.4,467.0,543.4,734.2,156.4,899.7,932.3,995.3,969.5
47.663,714.2,444.3,466.5,545.6,734.3,156.1,899.7,931.9,995.8,969.1
47.730,713.6,444.0,467.2,545.9,733.6,156.9,900.2,931.2,996.1,969.4
47.797,714.7,445.4,468.7,546.4,734.2,155.6,900.2,930.4,995.9,969.6
47.863,713.8,442.2,470.7,546.4,735.5,155.7,900.6,929.8,995.4,968.3
47.930,714.3,443.1,471.1,546.0,734.5,156.8,900.5,929.7,993.0,968.5
47.997,715.7,443.5,471.2,545.6,734.0,155.7,900.5,930.6,992.8,968.2
48.063,717.3,441.7,471.6,547.3,736.1,156.7,902.6,929.9,995.0,967.7
48.130,716.4,440.3,472.1,546.8,738.6,158.2,900.3,928.7,994.4,967.7
48.197,717.4,440.0,471.6,546.7,737.8,156.1,901.2,926.2,992.6,967.8
48.263,714.4,440.4,472.8,547.7,738.8,156.2,903.8,924.4,991.8,967.4
48.330,713.0,440.8,477.2,548.2,739.1,157.0,903.4,925.5,991.7,968.2
48.397,716.8,442.4,476.8,547.9,738.5,158.6,905.1,927.5,990.9,965.6
48.463,715.5,442.1,476.0,547.9,739.4,158.2,904.7,928.4,989.7,968.3
48.530,715.3,442.7,477.6,549.4,739.4,157.9,905.2,927.8,990.6,967.7
48.597,715.3,442.1,477.9,547.4,739.7,157.4,905.4,927.8,990.9,968.4
48.663,714.7,443.5,479.1,548.3,738.3,156.9,905.2,927.6,992.1,968.5
48.730,715.3,442.7,477.7,547.2,738.6,154.4,906.6,928.8,992.3,969.4
48.797,715.7,442.3,477.7,546.2,737.6,155.0,906.8,928.6,991.1,970.2
48.863,715.8,444.9,478.4,546.0,736.6,155.0,905.3,927.0,991.1,970.2
48.930,716.1,444.9,478.4,544.4,738.0,155.6,903.4,927.0,990.4,970.6
48.997,716.3,443.1,476.0,545.3,737.1,156.5,903.0,926.7,990.2,970.1
49.063,716.5,443.7,475.6,544.8,737.4,156.5,903.2,927.3,988.4,971.0
49.130,714.2,444.2,474.5,546.1,736.8,156.9,904.8,927.6,987.9,972.6
49.197,712.8,441.4,475.8,547.0,736.0,157.8,905.3,925.9,989.2,972.1
49.263,710.6,440.5,477.2,547.5,733.7,157.8,905.7,925.3,988.5,971.0
49.330,711.6,439.1,476.6,547.0,733.7,155.6,905.9,925.5,989.8,972.7
49.397,713.8,441.2,477.0,547.3,732.7,156.0,906.1,925.1,991.1,972.5
49.463,713.5,439.9,476.1,547.5,733.6,157.4,906.1,924.3,990.4,971.2
49.530,714.6,438.3,476.8,549.0,733.6,157.0,906.4,922.8,989.3,969.7
49.597,712.6,436.5,476.4,548.2,732.6,156.7,904.9,924.1,988.7,968.8
49.663,713.1,436.4,475.0,547.0,731.4,154.8,903.5,924.0,988.2,967.6
49.730,711.1,436.1,473.8,548.2,730.5,155.8,903.4,924.7,988.9,969.3
49.797,709.7,438.6,474.3,548.9,730.5,155.3,902.2,925.3,989.0,967.7
49.863,710.1,439.6,475.2,548.5,730.3,155.3,902.3,925.0,989.1,966.5
49.930,710.0,439.7,473.5,548.7,729.4,156.2,902.7,924.9,989.3,969.7
49.997,710.2,438.6,473.5,547.9,729.0,155.8,901.5,924.7,989.2,970.1
